Match Format,Team1 Name,Team2 Name,Match Venue (Stadium),Match Venue (Country),Toss Winner,Toss Winner Choice,Match Winner,Team1 Runs Scored,Team1 Wickets Fell,Team2 Runs Scored,Team2 Wickets Fell
T20,Australia,Pakistan,Harare Sports Club,Zimbabwe,Australia,bat,Pakistan,183,8,187,4
T20,England,India,County Ground,England,India,bowl,India,198,9,201,3
T20,Netherlands,Nepal,Lord's,England,Nepal,bowl,0,174,4,0,0
T20,Bangladesh,West Indies,Warner Park,West Indies,West Indies,bowl,West Indies,143,9,93,3
T20,Bangladesh,West Indies,Central Broward Regional Park Stadium Turf Ground,United States of America,West Indies,bowl,Bangladesh,171,5,159,9
T20,Bangladesh,West Indies,Central Broward Regional Park Stadium Turf Ground,United States of America,Bangladesh,bat,Bangladesh,184,5,135,7
T20,South Africa,Sri Lanka,R Premadasa Stadium,Sri Lanka,South Africa,bat,Sri Lanka,98,10,99,7
T20,Afghanistan,Ireland,Bready Cricket Club,Ireland,Ireland,bowl,Afghanistan,160,7,144,9
T20,Afghanistan,Ireland,Bready Cricket Club,Ireland,Afghanistan,bat,Afghanistan,160,8,79,10
T20,South Africa,Zimbabwe,Buffalo Park,South Africa,South Africa,bat,South Africa,160,6,126,10
T20,Zimbabwe,South Africa,Senwes Park,South Africa,Zimbabwe,bat,South Africa,132,7,135,4
T20,U.A.E.,Australia,Nursery Oval,United Arab Emirates,U.A.E.,bat,Australia,117,6,119,3
T20,Pakistan,Australia,Sheikh Zayed Stadium,United Arab Emirates,Australia,bowl,Pakistan,155,8,89,10
T20,Pakistan,Australia,Dubai International Cricket Stadium,United Arab Emirates,Pakistan,bat,Pakistan,147,6,136,8
T20,England,Sri Lanka,R Premadasa Stadium,Sri Lanka,Sri Lanka,bowl,England,187,8,157,10
T20,Pakistan,Australia,Dubai International Cricket Stadium,United Arab Emirates,Pakistan,bat,Pakistan,150,5,117,10
T20,Pakistan,New Zealand,Sheikh Zayed Stadium,United Arab Emirates,Pakistan,bat,Pakistan,148,6,146,6
T20,New Zealand,Pakistan,Dubai International Cricket Stadium,United Arab Emirates,New Zealand,bat,Pakistan,153,7,154,4
T20,West Indies,India,Eden Gardens,India,India,bowl,India,109,8,110,5
T20,Pakistan,New Zealand,Dubai International Cricket Stadium,United Arab Emirates,Pakistan,bat,Pakistan,166,3,119,10
T20,India,West Indies,Ekana International Cricket Stadium,India,West Indies,bowl,India,195,2,124,9
T20,West Indies,India,MA Chidambaram Stadium,India,West Indies,bat,India,181,3,182,4
T20,South Africa,Australia,Carrara Oval,Australia,Australia,bowl,South Africa,108,6,87,7
T20,Australia,India,Brisbane Cricket Ground,Australia,India,bowl,Australia,158,4,169,7
T20,Australia,India,Melbourne Cricket Ground,Australia,India,bowl,0,132,7,0,0
T20,Australia,India,Sydney Cricket Ground,Australia,Australia,bat,India,164,6,168,4
T20,Bangladesh,West Indies,Sylhet International Cricket Stadium,Bangladesh,Bangladesh,bat,West Indies,129,10,130,2
T20,Bangladesh,West Indies,Shere Bangla National Stadium,Bangladesh,West Indies,bowl,Bangladesh,211,4,175,10
T20,West Indies,Bangladesh,Shere Bangla National Stadium,Bangladesh,Bangladesh,bowl,West Indies,190,10,140,10
T20,New Zealand,Sri Lanka,Eden Park,New Zealand,Sri Lanka,bowl,New Zealand,179,7,144,10
T20,Bahrain,Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Saudi Arabia,bowl,Bahrain,176,4,135,9
T20,Maldives,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,Kuwait,bowl,Kuwait,102,10,103,2
T20,Maldives,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Maldives,bat,Bahrain,141,4,142,8
T20,Saudi Arabia,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,Qatar,bowl,Qatar,126,10,127,6
T20,Qatar,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Kuwait,bowl,0,155,6,155,8
T20,Maldives,Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,Maldives,bat,Saudi Arabia,139,7,140,4
T20,Maldives,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Maldives,bat,Qatar,134,9,135,2
T20,Bahrain,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,Kuwait,bowl,Kuwait,188,3,189,3
T20,New Zealand,India,Seddon Park,New Zealand,India,bowl,New Zealand,212,4,208,6
T20,Kuwait,Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Saudi Arabia,bowl,Saudi Arabia,135,8,137,3
T20,Qatar,Bahrain,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,Bahrain,bowl,Qatar,205,5,157,10
T20,Qatar,Saudi Arabia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Saudi Arabia,bowl,Saudi Arabia,157,6,163,2
T20,U.A.E.,Nepal,ICC Global Cricket Academy,United Arab Emirates,Nepal,bowl,U.A.E.,153,6,132,7
T20,U.A.E.,Nepal,ICC Global Cricket Academy,United Arab Emirates,U.A.E.,bat,Nepal,107,10,111,6
T20,South Africa,Pakistan,Newlands,South Africa,Pakistan,bowl,South Africa,192,6,186,9
T20,Nepal,U.A.E.,ICC Global Cricket Academy,United Arab Emirates,U.A.E.,bowl,Nepal,104,8,90,8
T20,South Africa,Pakistan,New Wanderers Stadium,South Africa,Pakistan,bowl,South Africa,188,3,181,7
T20,New Zealand,India,Westpac Stadium,New Zealand,India,bowl,New Zealand,219,6,139,10
T20,Pakistan,South Africa,SuperSport Park,South Africa,South Africa,bowl,Pakistan,168,9,141,9
T20,New Zealand,India,Eden Park,New Zealand,New Zealand,bat,India,158,8,162,3
T20,Scotland,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Netherlands,bowl,Netherlands,153,7,154,3
T20,Ireland,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Oman,bowl,Ireland,159,5,144,9
T20,Oman,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Netherlands,bowl,Netherlands,166,4,167,2
T20,Ireland,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Scotland,bowl,Scotland,180,7,181,4
T20,Netherlands,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Ireland,bowl,Ireland,182,9,183,9
T20,Oman,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Scotland,bowl,Scotland,111,10,115,3
T20,Ireland,Afghanistan,Rajiv Gandhi International Cricket Stadium,India,Ireland,bat,Afghanistan,132,6,136,5
T20,Afghanistan,Ireland,Rajiv Gandhi International Cricket Stadium,India,Afghanistan,bat,Afghanistan,278,3,194,6
T20,Afghanistan,Ireland,Rajiv Gandhi International Cricket Stadium,India,Ireland,bowl,Afghanistan,210,7,178,8
T20,India,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,Australia,bowl,Australia,126,7,127,7
T20,India,Australia,M Chinnaswamy Stadium,India,Australia,bowl,Australia,190,4,194,3
T20,West Indies,England,Darren Sammy National Cricket Stadium,West Indies,England,bowl,England,160,8,161,6
T20,England,West Indies,Warner Park,West Indies,West Indies,bowl,England,182,6,45,10
T20,West Indies,England,Warner Park,West Indies,West Indies,bat,England,71,10,72,2
T20,U.S.A.,U.A.E.,ICC Academy,United Arab Emirates,U.A.E.,bowl,0,152,7,29,2
T20,U.A.E.,U.S.A.,ICC Academy,United Arab Emirates,U.A.E.,bat,U.A.E.,182,7,158,6
T20,Sri Lanka,South Africa,Newlands,South Africa,South Africa,bowl,0,134,7,134,8
T20,P.N.G.,Philippines,Amini Park,Papua New Guinea,Philippines,bowl,P.N.G.,216,4,83,8
T20,Vanuatu,P.N.G.,Amini Park,Papua New Guinea,Vanuatu,bat,P.N.G.,124,6,125,2
T20,South Africa,Sri Lanka,SuperSport Park,South Africa,Sri Lanka,bowl,South Africa,180,3,164,9
T20,Vanuatu,Philippines,Amini Park,Papua New Guinea,Vanuatu,bat,Vanuatu,156,6,93,7
T20,West Indies,New Zealand,Bay Oval,New Zealand,New Zealand,bowl,0,25,1,0,0
T20,P.N.G.,Philippines,Amini Park,Papua New Guinea,P.N.G.,bat,0,205,2,11,2
T20,Philippines,Vanuatu,Amini Park,Papua New Guinea,Vanuatu,bowl,Philippines,46,3,36,2
T20,Vanuatu,P.N.G.,Amini Park,Papua New Guinea,Vanuatu,bat,P.N.G.,56,8,60,0
T20,South Africa,Sri Lanka,New Wanderers Stadium,South Africa,Sri Lanka,bowl,South Africa,198,2,137,10
T20,Malta,Spain,La Manga Club Bottom Ground,Spain,Malta,bat,Spain,98,9,99,3
T20,Spain,Malta,La Manga Club Bottom Ground,Spain,Spain,bat,Spain,206,2,97,10
T20,Mexico,Belize,Reforma Athletic Club,Mexico,Belize,bowl,Belize,108,9,112,6
T20,Costa Rica,Panama,Reforma Athletic Club,Mexico,Costa Rica,bat,Panama,112,5,113,3
T20,Costa Rica,Mexico,Reforma Athletic Club,Mexico,Costa Rica,bat,Mexico,133,7,134,7
T20,Belize,Panama,Reforma Athletic Club,Mexico,Panama,bowl,Belize,157,5,148,8
T20,Panama,Mexico,Reforma Athletic Club,Mexico,Mexico,bowl,Panama,148,6,115,6
T20,Costa Rica,Belize,Reforma Athletic Club,Mexico,Costa Rica,bat,Belize,89,10,92,5
T20,Pakistan,England,Sophia Gardens,England,Pakistan,bat,England,173,6,175,3
T20,Germany,Belgium,Royal Brussels Cricket Club Ground,Belgium,Belgium,bowl,Germany,128,7,119,6
T20,Germany,Belgium,Royal Brussels Cricket Club Ground,Belgium,Germany,bat,Germany,149,6,87,10
T20,Belgium,Germany,Royal Brussels Cricket Club Ground,Belgium,Germany,bowl,Germany,133,6,135,4
T20,Nigeria,Kenya,Kyambogo Cricket Oval,Uganda,Kenya,bowl,Kenya,105,5,106,2
T20,Ghana,Namibia,Kyambogo Cricket Oval,Uganda,Namibia,bowl,Namibia,91,7,92,1
T20,Uganda,Botswana,Lugogo Cricket Oval,Uganda,Botswana,bowl,Uganda,142,7,90,10
T20,Namibia,Uganda,Kyambogo Cricket Oval,Uganda,Namibia,bat,Namibia,167,7,125,8
T20,Nigeria,Botswana,Lugogo Cricket Oval,Uganda,Nigeria,bat,Nigeria,119,10,108,7
T20,Kenya,Ghana,Kyambogo Cricket Oval,Uganda,Ghana,bowl,Kenya,141,5,88,10
T20,Nigeria,Ghana,Kyambogo Cricket Oval,Uganda,Ghana,bowl,Nigeria,135,8,107,8
T20,Sri Lanka,England,Sophia Gardens,England,Sri Lanka,bat,England,129,7,130,2
T20,Botswana,Namibia,Kyambogo Cricket Oval,Uganda,Botswana,bat,Namibia,46,10,50,0
T20,Kenya,Uganda,Lugogo Cricket Oval,Uganda,Kenya,bat,Kenya,145,6,144,9
T20,Ghana,Uganda,Kyambogo Cricket Oval,Uganda,Ghana,bat,Uganda,113,6,117,3
T20,Germany,Italy,Sportpark Maarschalkerweerd,Netherlands,Germany,bat,Italy,53,10,57,3
T20,Germany,Italy,Sportpark Maarschalkerweerd,Netherlands,Italy,bowl,Italy,130,6,135,4
T20,Jersey,Guernsey,College Field,Guernsey,Guernsey,bowl,0,128,9,128,8
T20,Jersey,Guernsey,King George V Sports Ground,Guernsey,Guernsey,bowl,Jersey,164,3,123,9
T20,Jersey,Guernsey,King George V Sports Ground,Guernsey,Jersey,bat,Jersey,171,6,95,10
T20,Guernsey,Jersey,King George V Sports Ground,Guernsey,Guernsey,bat,Jersey,108,6,109,2
T20,Norway,Italy,College Field,Guernsey,Norway,bat,Italy,151,3,85,1
T20,Guernsey,Germany,King George V Sports Ground,Guernsey,Germany,bowl,Germany,117,10,118,5
T20,Germany,Italy,College Field,Guernsey,Italy,bowl,Italy,134,8,138,5
T20,Jersey,Denmark,King George V Sports Ground,Guernsey,Denmark,bowl,Jersey,131,9,113,8
T20,Italy,Guernsey,College Field,Guernsey,Guernsey,bowl,Italy,121,10,110,8
T20,Jersey,Norway,King George V Sports Ground,Guernsey,Jersey,bat,Jersey,160,5,80,10
T20,Denmark,Norway,King George V Sports Ground,Guernsey,Denmark,bat,Denmark,141,7,95,9
T20,Denmark,Guernsey,King George V Sports Ground,Guernsey,Guernsey,bowl,0,100,9,0,0
T20,Denmark,Italy,King George V Sports Ground,Guernsey,Denmark,0,0,0,0,0,0
T20,Norway,Guernsey,King George V Sports Ground,Guernsey,Guernsey,bowl,Guernsey,95,6,96,6
T20,Jersey,Italy,College Field,Guernsey,Italy,bowl,Jersey,149,6,76,10
T20,Denmark,Germany,King George V Sports Ground,Guernsey,Germany,bowl,Germany,109,8,110,3
T20,Guernsey,Denmark,King George V Sports Ground,Guernsey,Denmark,bowl,Guernsey,118,7,112,9
T20,Norway,Germany,College Field,Guernsey,Germany,bowl,Germany,99,10,101,3
T20,Denmark,Italy,King George V Sports Ground,Guernsey,Denmark,bat,Denmark,158,9,128,10
T20,Jersey,Germany,College Field,Guernsey,Germany,bowl,Germany,134,5,136,7
T20,Netherlands,Zimbabwe,Hazelaarweg,Netherlands,Zimbabwe,bowl,Netherlands,199,6,150,10
T20,Thailand,Malaysia,Kinrara Academy Oval,Malaysia,Malaysia,bowl,Malaysia,113,8,114,5
T20,Malaysia,Maldives,Kinrara Academy Oval,Malaysia,Maldives,bowl,Malaysia,186,5,113,10
T20,Netherlands,Zimbabwe,Hazelaarweg,Netherlands,Netherlands,bat,0,152,8,152,10
T20,Thailand,Maldives,Kinrara Academy Oval,Malaysia,Thailand,bat,Maldives,130,7,131,8
T20,Thailand,Malaysia,Kinrara Academy Oval,Malaysia,Thailand,bat,Malaysia,127,7,129,2
T20,Malaysia,Maldives,Kinrara Academy Oval,Malaysia,Malaysia,bat,0,123,5,0,0
T20,Maldives,Thailand,Kinrara Academy Oval,Malaysia,Thailand,bowl,Thailand,153,6,154,5
T20,Qatar,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Kuwait,154,9,157,3
T20,Kuwait,Qatar,West End Park International Cricket Stadium,Qatar,Qatar,bowl,0,112,8,112,8
T20,Kuwait,Qatar,West End Park International Cricket Stadium,Qatar,Qatar,bowl,Qatar,203,5,206,7
T20,Samoa,P.N.G.,Faleata Oval No 1,Samoa,P.N.G.,bowl,P.N.G.,83,5,29,1
T20,Vanuatu,P.N.G.,Faleata Oval No 3,Samoa,P.N.G.,bowl,P.N.G.,77,10,78,7
T20,Vanuatu,Samoa,Faleata Oval No 1,Samoa,Samoa,bowl,Samoa,147,7,148,8
T20,Samoa,P.N.G.,Faleata Oval No 2,Samoa,P.N.G.,bowl,P.N.G.,81,10,83,3
T20,Vanuatu,Samoa,Faleata Oval No 3,Samoa,Samoa,bowl,Vanuatu,180,5,148,8
T20,P.N.G.,Vanuatu,Faleata Oval No 2,Samoa,Vanuatu,bowl,P.N.G.,181,10,122,9
T20,Zimbabwe,Ireland,Bready Cricket Club,Ireland,Ireland,bowl,Ireland,132,8,134,1
T20,P.N.G.,Vanuatu,Faleata Oval No 2,Samoa,Vanuatu,bowl,P.N.G.,137,10,105,10
T20,Malaysia,Nepal,Kinrara Academy Oval,Malaysia,Malaysia,bat,Nepal,128,9,129,3
T20,Denmark,Finland,Svanholm Park,Denmark,Finland,bowl,Denmark,117,10,116,7
T20,Denmark,Finland,Svanholm Park,Denmark,Denmark,bat,Denmark,124,9,86,10
T20,Nepal,Malaysia,Kinrara Academy Oval,Malaysia,Nepal,bat,Nepal,173,6,167,7
T20,Ireland,Zimbabwe,Bready Cricket Club,Ireland,Zimbabwe,bowl,Zimbabwe,171,9,172,2
T20,Singapore,Qatar,Indian Association Ground,Singapore,Singapore,bat,Singapore,186,7,153,9
T20,Malaysia,Kuwait,Indian Association Ground,Singapore,Malaysia,bat,Malaysia,162,10,120,10
T20,Nepal,Qatar,Indian Association Ground,Singapore,Nepal,bat,Qatar,122,10,124,6
T20,Malaysia,Nepal,Indian Association Ground,Singapore,Nepal,bowl,Nepal,83,7,86,3
T20,Kuwait,Qatar,Indian Association Ground,Singapore,Qatar,bowl,Kuwait,197,7,187,5
T20,Malaysia,Singapore,Indian Association Ground,Singapore,Malaysia,bat,Singapore,92,10,96,2
T20,Kuwait,Nepal,Indian Association Ground,Singapore,Nepal,bowl,Nepal,141,9,143,3
T20,Malaysia,Qatar,Indian Association Ground,Singapore,Malaysia,bat,Qatar,144,10,147,6
T20,Singapore,Nepal,Indian Association Ground,Singapore,Singapore,bat,Singapore,191,6,109,10
T20,U.A.E.,Netherlands,VRA Ground,Netherlands,Netherlands,bowl,U.A.E.,181,5,168,4
T20,West Indies,India,Central Broward Regional Park Stadium Turf Ground,United States of America,India,bowl,India,95,9,98,6
T20,India,West Indies,Central Broward Regional Park Stadium Turf Ground,United States of America,India,bat,India,167,5,98,4
T20,Netherlands,U.A.E.,VRA Ground,Netherlands,U.A.E.,bowl,U.A.E.,136,9,140,5
T20,U.A.E.,Netherlands,Sportpark Westvliet,Netherlands,Netherlands,bowl,U.A.E.,152,8,138,9
T20,West Indies,India,Providence Stadium,West Indies,India,bowl,India,146,6,150,3
T20,Netherlands,U.A.E.,Sportpark Westvliet,Netherlands,Netherlands,bat,U.A.E.,150,6,153,3
T20,Finland,Spain,Kerava National Cricket Ground,Finland,Finland,bat,Finland,185,8,103,10
T20,Finland,Spain,Kerava National Cricket Ground,Finland,Finland,bat,Spain,135,8,141,4
T20,Finland,Spain,Kerava National Cricket Ground,Finland,Finland,bat,Spain,158,8,159,6
T20,Bermuda,U.S.A.,White Hill Field,Bermuda,Bermuda,bat,Bermuda,141,7,135,7
T20,Canada,Cayman Is,White Hill Field,Bermuda,Canada,bat,Canada,196,6,112,7
T20,Namibia,Botswana,United Cricket Club Ground,Namibia,Botswana,bowl,Namibia,193,4,100,7
T20,Bermuda,Canada,National Stadium,Bermuda,Bermuda,bat,0,82,9,40,0
T20,Cayman Is,U.S.A.,National Stadium,Bermuda,U.S.A.,bowl,U.S.A.,68,8,60,5
T20,Namibia,Botswana,United Cricket Club Ground,Namibia,Botswana,bowl,Namibia,240,3,116,2
T20,Cayman Is,Bermuda,White Hill Field,Bermuda,Cayman Is,bat,Bermuda,116,9,117,4
T20,U.S.A.,Canada,White Hill Field,Bermuda,U.S.A.,bat,Canada,144,6,145,6
T20,Namibia,Botswana,United Cricket Club Ground,Namibia,Namibia,bat,Namibia,174,8,96,10
T20,Cayman Is,Canada,White Hill Field,Bermuda,Canada,bowl,Canada,91,7,95,2
T20,U.S.A.,Bermuda,White Hill Field,Bermuda,Bermuda,bowl,Bermuda,141,9,142,6
T20,Botswana,Namibia,United Cricket Club Ground,Namibia,Botswana,bat,Namibia,85,8,86,2
T20,Cayman Is,U.S.A.,White Hill Field,Bermuda,Cayman Is,bat,U.S.A.,66,9,70,1
T20,Bermuda,Canada,White Hill Field,Bermuda,Bermuda,bat,Canada,116,10,120,2
T20,Canada,U.S.A.,White Hill Field,Bermuda,U.S.A.,bowl,Canada,173,8,158,8
T20,Cayman Is,Bermuda,White Hill Field,Bermuda,Cayman Is,bat,Bermuda,114,10,115,4
T20,Bulgaria,Serbia,National Sports Academy,Bulgaria,Serbia,bowl,Bulgaria,208,2,147,5
T20,Romania,Austria,Moara Vlasiei Cricket Ground,Romania,Austria,bowl,Romania,137,7,106,10
T20,Turkey,Luxembourg,Moara Vlasiei Cricket Ground,Romania,Turkey,bat,Luxembourg,28,10,29,2
T20,Romania,Turkey,Moara Vlasiei Cricket Ground,Romania,Turkey,bowl,Romania,226,6,53,10
T20,Czech Rep.,Austria,Moara Vlasiei Cricket Ground,Romania,Austria,bowl,Austria,125,7,126,2
T20,Luxembourg,Romania,Moara Vlasiei Cricket Ground,Romania,Luxembourg,bat,Romania,127,9,129,3
T20,Czech Rep.,Turkey,Moara Vlasiei Cricket Ground,Romania,Czech Rep.,bat,Czech Rep.,278,4,21,10
T20,Austria,Luxembourg,Moara Vlasiei Cricket Ground,Romania,Austria,bat,Austria,239,3,104,8
T20,Romania,Czech Rep.,Moara Vlasiei Cricket Ground,Romania,Czech Rep.,bowl,Czech Rep.,115,9,116,4
T20,Turkey,Austria,Moara Vlasiei Cricket Ground,Romania,Turkey,bat,Austria,32,10,33,0
T20,Luxembourg,Czech Rep.,Moara Vlasiei Cricket Ground,Romania,Czech Rep.,bowl,Czech Rep.,145,5,148,4
T20,Austria,Czech Rep.,Moara Vlasiei Cricket Ground,Romania,Czech Rep.,bowl,Austria,193,4,163,10
T20,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,Sri Lanka,bat,New Zealand,174,4,175,5
T20,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,Sri Lanka,bat,New Zealand,161,9,165,6
T20,Sri Lanka,New Zealand,Pallekele International Cricket Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,125,8,88,10
T20,Zimbabwe,Bangladesh,Shere Bangla National Stadium,Bangladesh,Bangladesh,bowl,Bangladesh,144,5,148,7
T20,Afghanistan,Zimbabwe,Shere Bangla National Stadium,Bangladesh,Zimbabwe,bowl,Afghanistan,197,5,169,7
T20,Afghanistan,Bangladesh,Shere Bangla National Stadium,Bangladesh,Afghanistan,bat,Afghanistan,164,6,139,10
T20,Scotland,Netherlands,The Village,Ireland,Netherlands,bowl,Scotland,252,3,194,7
T20,Scotland,Ireland,The Village,Ireland,Scotland,bat,Ireland,193,7,194,6
T20,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,Zimbabwe,bowl,Bangladesh,175,7,136,10
T20,Ireland,Netherlands,The Village,Ireland,Ireland,bat,Netherlands,181,7,183,4
T20,South Africa,India,Punjab Cricket Association IS Bindra Stadium,India,India,bowl,India,149,5,151,3
T20,Netherlands,Scotland,The Village,Ireland,Netherlands,bat,Scotland,123,10,126,4
T20,Afghanistan,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,Afghanistan,bat,Zimbabwe,155,8,156,3
T20,Ireland,Scotland,The Village,Ireland,Scotland,bowl,Ireland,186,9,185,6
T20,Afghanistan,Bangladesh,Zahur Ahmed Chowdhury Stadium,Bangladesh,Bangladesh,bowl,Bangladesh,138,7,139,6
T20,India,South Africa,M Chinnaswamy Stadium,India,India,bat,South Africa,134,9,140,1
T20,Nepal,Zimbabwe,Indian Association Ground,Singapore,Nepal,bat,Zimbabwe,132,6,133,5
T20,Singapore,Nepal,Indian Association Ground,Singapore,Singapore,bat,Nepal,151,3,154,1
T20,Vanuatu,Malaysia,Kinrara Academy Oval,Malaysia,Vanuatu,bat,Vanuatu,151,5,134,9
T20,Singapore,Zimbabwe,Indian Association Ground,Singapore,Singapore,bat,Singapore,181,9,177,7
T20,Vanuatu,Malaysia,Kinrara Academy Oval,Malaysia,Vanuatu,bat,Vanuatu,188,6,137,7
T20,Zimbabwe,Nepal,Indian Association Ground,Singapore,Nepal,bowl,Zimbabwe,160,6,120,9
T20,Malaysia,Vanuatu,Kinrara Academy Oval,Malaysia,Malaysia,bat,Malaysia,134,8,108,10
T20,Malaysia,Vanuatu,Kinrara Academy Oval,Malaysia,Malaysia,bat,Vanuatu,144,7,145,4
T20,Singapore,Zimbabwe,Indian Association Ground,Singapore,Zimbabwe,bowl,Zimbabwe,167,7,168,2
T20,Argentina,Chile,El Cortijo Polo Club Pitch A Ground,Peru,Chile,bowl,Argentina,102,7,74,6
T20,Mexico,Argentina,El Cortijo Polo Club Pitch A Ground,Peru,Argentina,bowl,Argentina,46,8,47,1
T20,Brazil,Chile,El Cortijo Polo Club Pitch B Ground,Peru,Chile,bowl,Brazil,96,5,61,8
T20,Peru,Brazil,El Cortijo Polo Club Pitch A Ground,Peru,Peru,bat,Peru,75,5,73,9
T20,Malaysia,Vanuatu,Kinrara Academy Oval,Malaysia,Malaysia,bat,Malaysia,206,5,184,9
T20,Mexico,Chile,El Cortijo Polo Club Pitch A Ground,Peru,Chile,bowl,Chile,99,8,104,6
T20,Peru,Argentina,El Cortijo Polo Club Pitch B Ground,Peru,Argentina,bowl,Argentina,85,10,86,3
T20,Argentina,Brazil,El Cortijo Polo Club Pitch A Ground,Peru,Brazil,bowl,Argentina,105,9,76,9
T20,Hong Kong,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Hong Kong,bat,Oman,96,9,97,3
T20,Netherlands,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Ireland,bowl,Ireland,167,7,169,4
T20,Mexico,Peru,El Cortijo Polo Club Pitch B Ground,Peru,Peru,bowl,Mexico,132,8,93,9
T20,Sri Lanka,Pakistan,Gaddafi Stadium,Pakistan,Pakistan,bowl,Sri Lanka,165,5,101,10
T20,Peru,Chile,El Cortijo Polo Club Pitch A Ground,Peru,Peru,bat,Peru,153,5,93,10
T20,Mexico,Brazil,El Cortijo Polo Club Pitch B Ground,Peru,Mexico,bat,Mexico,96,5,76,10
T20,Oman,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Ireland,bowl,Oman,173,9,130,10
T20,Hong Kong,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Nepal,bowl,Nepal,125,6,126,6
T20,Mexico,Argentina,Lima Cricket and Football Club,Peru,Mexico,bat,Argentina,105,9,111,6
T20,Netherlands,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Nepal,bowl,Nepal,133,10,134,6
T20,Ireland,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Ireland,bat,Ireland,208,5,142,9
T20,Sri Lanka,Pakistan,Gaddafi Stadium,Pakistan,Sri Lanka,bat,Sri Lanka,182,6,147,10
T20,Ireland,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Ireland,bat,Ireland,145,8,132,10
T20,Netherlands,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Netherlands,bat,Oman,94,10,95,3
T20,Sri Lanka,Pakistan,Gaddafi Stadium,Pakistan,Sri Lanka,bat,Sri Lanka,147,7,134,6
T20,Qatar,Jersey,West End Park International Cricket Stadium,Qatar,Jersey,bowl,Qatar,179,4,159,6
T20,Netherlands,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Hong Kong,bowl,Netherlands,185,4,148,7
T20,Nepal,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Oman,bowl,Oman,64,10,65,4
T20,Jersey,Qatar,West End Park International Cricket Stadium,Qatar,Jersey,bat,Qatar,141,7,142,4
T20,Jersey,Qatar,West End Park International Cricket Stadium,Qatar,Jersey,bat,Qatar,101,9,102,2
T20,Serbia,Bulgaria,Marina Ground,Greece,Serbia,bat,Bulgaria,156,6,161,4
T20,Serbia,Greece,Marina Ground,Greece,Greece,bowl,Greece,52,10,56,0
T20,Bulgaria,Greece,Marina Ground,Greece,Bulgaria,bat,Greece,94,8,97,1
T20,Czech Rep.,Malta,Marsa Sports Club,Malta,Czech Rep.,bat,Czech Rep.,148,5,136,10
T20,Singapore,Scotland,ICC Academy,United Arab Emirates,Scotland,bowl,Singapore,168,6,166,9
T20,Hong Kong,Ireland,Sheikh Zayed Stadium,United Arab Emirates,Hong Kong,bat,Ireland,153,5,155,2
T20,Netherlands,Kenya,ICC Academy,United Arab Emirates,Netherlands,bat,Netherlands,166,4,136,8
T20,Bulgaria,Greece,Marina Ground,Greece,Greece,bowl,Bulgaria,135,8,117,8
