Match Format,Team1 Name,Team2 Name,Match Venue (Stadium),Match Venue (Country),Toss Winner,Toss Winner Choice,Match Winner,Team1 Runs Scored,Team1 Wickets Fell,Team2 Runs Scored,Team2 Wickets Fell
T20,Australia,West Indies,Daren Sammy National Cricket Stadium,West Indies,Australia,bat,Australia,189,6,185,6
T20,Pakistan,England,Trent Bridge,England,England,bowl,Pakistan,232,6,201,10
T20,West Indies,Australia,Daren Sammy National Cricket Stadium,West Indies,West Indies,bat,West Indies,199,8,183,9
T20,England,Pakistan,Headingley,England,Pakistan,bowl,England,200,10,155,9
T20,South Africa,Ireland,The Village,Ireland,Ireland,bowl,South Africa,165,7,132,9
T20,Pakistan,England,Old Trafford,England,Pakistan,bat,England,154,6,155,7
T20,Zimbabwe,Bangladesh,Harare Sports Club,Zimbabwe,Zimbabwe,bat,Bangladesh,152,10,153,2
T20,South Africa,Ireland,Civil Service Cricket Club,Ireland,South Africa,bat,South Africa,159,7,117,10
T20,Zimbabwe,Bangladesh,Harare Sports Club,Zimbabwe,Zimbabwe,bat,Zimbabwe,166,6,143,10
T20,Austria,Belgium,Royal Brussels Cricket Club Ground,Belgium,Belgium,bowl,Belgium,195,7,196,3
T20,Belgium,Austria,Royal Brussels Cricket Club Ground,Belgium,Austria,bowl,Belgium,146,8,37,3
T20,South Africa,Ireland,Civil Service Cricket Club,Ireland,South Africa,bat,South Africa,189,2,140,9
T20,Belgium,Austria,Royal Brussels Cricket Club Ground,Belgium,Belgium,bat,Austria,103,9,104,4
T20,Zimbabwe,Bangladesh,Harare Sports Club,Zimbabwe,Zimbabwe,bat,Bangladesh,193,5,194,5
T20,India,Sri Lanka,R Premadasa Stadium,Sri Lanka,Sri Lanka,bowl,India,164,5,126,10
T20,West Indies,Pakistan,Kensington Oval,West Indies,Pakistan,bowl,0,85,5,0,0
T20,Finland,Sweden,Kerava National Cricket Ground,Finland,Sweden,bowl,Sweden,145,7,146,4
T20,India,Sri Lanka,R Premadasa Stadium,Sri Lanka,Sri Lanka,bowl,Sri Lanka,132,5,133,6
T20,India,Sri Lanka,R Premadasa Stadium,Sri Lanka,India,bat,Sri Lanka,81,8,82,3
T20,Pakistan,West Indies,Providence Stadium,West Indies,West Indies,bowl,Pakistan,157,8,150,4
T20,West Indies,Pakistan,Providence Stadium,West Indies,West Indies,bat,0,15,0,0,0
T20,Bangladesh,Australia,Shere Bangla National Stadium,Bangladesh,Australia,bowl,Bangladesh,131,7,108,10
T20,West Indies,Pakistan,Providence Stadium,West Indies,Pakistan,bowl,0,30,0,0,0
T20,Australia,Bangladesh,Shere Bangla National Stadium,Bangladesh,Australia,bat,Bangladesh,121,7,123,5
T20,Norway,Germany,Bayer Uerdingen Cricket Ground,Germany,Germany,bowl,Germany,76,10,80,5
T20,Norway,France,Bayer Uerdingen Cricket Ground,Germany,France,bowl,France,112,7,113,6
T20,France,Germany,Bayer Uerdingen Cricket Ground,Germany,Germany,bowl,Germany,94,9,97,8
T20,Bangladesh,Australia,Shere Bangla National Stadium,Bangladesh,Bangladesh,bat,Bangladesh,127,9,117,4
T20,Germany,France,Bayer Uerdingen Cricket Ground,Germany,France,bowl,Germany,164,3,116,8
T20,Bangladesh,Australia,Shere Bangla National Stadium,Bangladesh,Bangladesh,bat,Australia,104,9,105,7
T20,Norway,France,Bayer Uerdingen Cricket Ground,Germany,France,bowl,Norway,131,8,128,8
T20,Norway,Germany,Bayer Uerdingen Cricket Ground,Germany,Germany,bowl,Norway,185,7,134,6
T20,Norway,Germany,Bayer Uerdingen Cricket Ground,Germany,Norway,bat,Germany,127,8,96,4
T20,Bangladesh,Australia,Shere Bangla National Stadium,Bangladesh,Bangladesh,bat,Bangladesh,122,8,62,10
T20,Denmark,Sweden,Svanholm Park,Denmark,Sweden,bowl,Denmark,111,10,103,6
T20,Denmark,Sweden,Svanholm Park,Denmark,Sweden,bowl,Sweden,135,4,137,7
T20,Sweden,Denmark,Svanholm Park,Denmark,Denmark,bowl,Denmark,122,9,126,4
T20,Ghana,Rwanda,Gahanga International Cricket Stadium,Rwanda,Ghana,bat,Rwanda,164,5,165,9
T20,Rwanda,Ghana,Gahanga International Cricket Stadium,Rwanda,Rwanda,bat,Ghana,139,8,143,8
T20,Malta,Portugal,Gucherre Cricket Ground,Portugal,Portugal,bowl,Portugal,146,8,147,4
T20,Rwanda,Ghana,Gahanga International Cricket Stadium,Rwanda,Ghana,bowl,Rwanda,136,8,79,10
T20,Gibraltar,Malta,Gucherre Cricket Ground,Portugal,Malta,bowl,Malta,148,5,149,2
T20,Ghana,Rwanda,Gahanga International Cricket Stadium,Rwanda,Ghana,bat,Ghana,166,6,30,1
T20,Sweden,Finland,Kerava National Cricket Ground,Finland,Sweden,bat,Finland,135,6,139,6
T20,Portugal,Gibraltar,Gucherre Cricket Ground,Portugal,Gibraltar,bowl,Portugal,217,8,121,8
T20,Rwanda,Ghana,Gahanga International Cricket Stadium,Rwanda,Rwanda,bat,Ghana,147,8,148,3
T20,Sweden,Finland,Kerava National Cricket Ground,Finland,Sweden,bat,Finland,141,8,142,6
T20,Malta,Gibraltar,Gucherre Cricket Ground,Portugal,Gibraltar,bowl,Malta,197,3,193,2
T20,Finland,Sweden,Kerava National Cricket Ground,Finland,Sweden,bowl,Sweden,141,7,113,7
T20,Portugal,Gibraltar,Gucherre Cricket Ground,Portugal,Gibraltar,bowl,Portugal,218,6,108,10
T20,Malta,Portugal,Gucherre Cricket Ground,Portugal,Malta,bat,Portugal,132,8,136,7
T20,Zimbabwe,Ireland,Castle Avenue,Ireland,Ireland,bowl,Zimbabwe,117,7,114,9
T20,Zimbabwe,Ireland,Castle Avenue,Ireland,Zimbabwe,bat,Ireland,152,5,153,3
T20,New Zealand,Bangladesh,Shere Bangla National Stadium,Bangladesh,New Zealand,bat,Bangladesh,60,10,62,3
T20,Ireland,Zimbabwe,Bready Cricket Club,Ireland,Zimbabwe,bowl,Ireland,178,2,138,10
T20,Luxembourg,Bulgaria,Moara Vlasiei Cricket Ground,Romania,Bulgaria,bowl,Luxembourg,187,4,125,10
T20,Hungary,Czech Rep.,Moara Vlasiei Cricket Ground,Romania,Czech Rep.,bowl,Hungary,165,6,160,7
T20,Malta,Luxembourg,Moara Vlasiei Cricket Ground,Romania,Luxembourg,bowl,Luxembourg,128,9,131,6
T20,Ireland,Zimbabwe,Bready Cricket Club,Ireland,Zimbabwe,bowl,Ireland,174,4,110,9
T20,Romania,Czech Rep.,Moara Vlasiei Cricket Ground,Romania,Romania,bat,Romania,211,8,176,9
T20,Jersey,Guernsey,College Field,Guernsey,Guernsey,bowl,Jersey,178,4,141,7
T20,Bulgaria,Malta,Moara Vlasiei Cricket Ground,Romania,Bulgaria,bat,Malta,112,9,113,3
T20,Bangladesh,New Zealand,Shere Bangla National Stadium,Bangladesh,Bangladesh,bat,Bangladesh,141,6,137,5
T20,Romania,Hungary,Moara Vlasiei Cricket Ground,Romania,Romania,bat,Romania,195,6,187,10
T20,Bulgaria,Czech Rep.,Moara Vlasiei Cricket Ground,Romania,Bulgaria,bat,Czech Rep.,137,6,141,3
T20,Luxembourg,Hungary,Moara Vlasiei Cricket Ground,Romania,Hungary,bowl,Luxembourg,179,6,177,9
T20,Romania,Malta,Moara Vlasiei Cricket Ground,Romania,Malta,bowl,Romania,202,8,166,8
T20,Zimbabwe,Ireland,Bready Cricket Club,Ireland,Zimbabwe,bat,Zimbabwe,124,4,119,10
T20,Romania,Luxembourg,Moara Vlasiei Cricket Ground,Romania,Romania,bat,Romania,156,9,123,9
T20,New Zealand,Bangladesh,Shere Bangla National Stadium,Bangladesh,New Zealand,bat,New Zealand,128,5,76,10
T20,Malta,Hungary,Moara Vlasiei Cricket Ground,Romania,Hungary,bowl,Hungary,170,5,171,2
T20,New Zealand,Bangladesh,Shere Bangla National Stadium,Bangladesh,New Zealand,bat,Bangladesh,93,10,96,4
T20,Uganda,Kenya,Entebbe Cricket Oval,Uganda,Kenya,0,0,0,0,0,0
T20,Spain,Germany,Desert Springs Cricket Ground,Spain,Germany,bowl,Germany,128,7,132,3
T20,New Zealand,Bangladesh,Shere Bangla National Stadium,Bangladesh,New Zealand,bat,New Zealand,161,5,134,8
T20,Kenya,Uganda,Entebbe Cricket Oval,Uganda,Kenya,bat,Kenya,151,9,129,10
T20,Germany,Spain,Desert Springs Cricket Ground,Spain,Spain,bowl,Germany,131,7,95,10
T20,South Africa,Sri Lanka,R Premadasa Stadium,Sri Lanka,South Africa,bat,South Africa,163,5,135,6
T20,Nigeria,Kenya,Entebbe Cricket Oval,Uganda,Nigeria,bat,Kenya,107,8,108,2
T20,Germany,Spain,Desert Springs Cricket Ground,Spain,Germany,bat,Spain,115,9,116,5
T20,Uganda,Nigeria,Entebbe Cricket Oval,Uganda,Uganda,bat,Uganda,152,4,96,6
T20,Germany,Spain,Desert Springs Cricket Ground,Spain,Spain,bowl,Spain,119,9,120,9
T20,Sri Lanka,South Africa,R Premadasa Stadium,Sri Lanka,Sri Lanka,bat,South Africa,103,10,105,1
T20,Nigeria,Uganda,Entebbe Cricket Oval,Uganda,Nigeria,bat,Uganda,123,8,124,2
T20,Kenya,Nigeria,Entebbe Cricket Oval,Uganda,Kenya,bat,Kenya,162,5,101,7
T20,Sri Lanka,South Africa,R Premadasa Stadium,Sri Lanka,Sri Lanka,bat,South Africa,120,8,121,0
T20,Kenya,Uganda,Entebbe Cricket Oval,Uganda,Uganda,bowl,Uganda,123,10,126,6
T20,Uganda,Nigeria,Entebbe Cricket Oval,Uganda,Uganda,bat,Uganda,172,6,117,7
T20,Scotland,Zimbabwe,Grange Cricket Club Ground,Scotland,Scotland,bat,Scotland,141,6,134,9
T20,Nigeria,Kenya,Entebbe Cricket Oval,Uganda,Nigeria,bat,Nigeria,133,5,107,5
T20,Uganda,Kenya,Entebbe Cricket Oval,Uganda,Uganda,bat,Uganda,120,9,114,8
T20,Zimbabwe,Scotland,Grange Cricket Club Ground,Scotland,Zimbabwe,bat,Zimbabwe,136,5,126,10
T20,Scotland,Zimbabwe,Grange Cricket Club Ground,Scotland,Scotland,bat,Zimbabwe,177,4,180,4
T20,Namibia,U.A.E.,ICC Academy,United Arab Emirates,U.A.E.,bowl,Namibia,159,8,142,9
T20,Estonia,Cyprus,Happy Valley Ground,Cyprus,Cyprus,bowl,Cyprus,102,8,105,6
T20,Estonia,Cyprus,Happy Valley Ground,Cyprus,Estonia,bat,Cyprus,130,6,131,2
T20,Cyprus,Isle of Man,Happy Valley Ground,Cyprus,Cyprus,bat,Isle of Man,92,10,93,2
T20,Estonia,Isle of Man,Happy Valley Ground,Cyprus,Estonia,bat,Isle of Man,118,7,122,4
T20,Netherlands,South Africa,Adelaide Oval,Australia,South Africa,bowl,Netherlands,158,4,145,8
T20,U.A.E.,Ireland,ICC Academy,United Arab Emirates,U.A.E.,bat,Ireland,123,7,124,3
T20,Cyprus,Isle of Man,Happy Valley Ground,Cyprus,Isle of Man,bowl,Isle of Man,149,7,151,7
T20,Cyprus,Estonia,Happy Valley Ground,Cyprus,Cyprus,bat,Cyprus,187,8,108,10
T20,U.A.E.,Ireland,ICC Academy,United Arab Emirates,Ireland,bowl,U.A.E.,163,4,109,10
T20,Cyprus,Estonia,Happy Valley Ground,Cyprus,Cyprus,bat,Cyprus,160,9,121,6
T20,P.N.G.,Scotland,ICC Academy,United Arab Emirates,P.N.G.,bat,Scotland,154,5,156,2
T20,Estonia,Isle of Man,Happy Valley Ground,Cyprus,Isle of Man,bowl,Isle of Man,71,10,72,2
T20,Scotland,Namibia,ICC Academy,United Arab Emirates,Namibia,bowl,Namibia,137,8,138,5
T20,Ireland,U.A.E.,ICC Academy,United Arab Emirates,U.A.E.,bowl,U.A.E.,134,5,139,3
T20,Namibia,P.N.G.,ICC Academy,United Arab Emirates,P.N.G.,bowl,Namibia,174,6,160,6
T20,Jersey,Germany,Desert Springs Cricket Ground,Spain,Germany,bowl,Jersey,137,7,133,5
T20,Denmark,Italy,Desert Springs Cricket Ground,Spain,Denmark,bat,Italy,100,9,101,4
T20,Rwanda,Ghana,Gahanga International Cricket Stadium. Rwanda,Rwanda,Ghana,bowl,Ghana,153,9,157,5
T20,Swaziland,Lesotho,Integrated Polytechnic Regional Centre,Rwanda,Swaziland,bat,Swaziland,194,4,140,10
T20,Denmark,Germany,Desert Springs Cricket Ground,Spain,Denmark,bat,Germany,110,6,112,4
T20,Seychelles,Ghana,Gahanga International Cricket Stadium. Rwanda,Rwanda,Seychelles,bat,Ghana,95,10,96,1
T20,Malawi,Uganda,Integrated Polytechnic Regional Centre,Rwanda,Malawi,bat,Uganda,98,7,101,0
T20,Jersey,Italy,Desert Springs Cricket Ground,Spain,Jersey,bat,Jersey,139,5,98,10
T20,Lesotho,Seychelles,Gahanga International Cricket Stadium. Rwanda,Rwanda,Seychelles,bowl,Seychelles,131,8,132,4
T20,Swaziland,Malawi,Integrated Polytechnic Regional Centre,Rwanda,Malawi,bowl,Malawi,97,10,99,2
T20,Jersey,Denmark,Desert Springs Cricket Ground,Spain,Denmark,bowl,Jersey,94,10,89,9
T20,P.N.G.,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Oman,bowl,Oman,129,9,131,0
T20,Ghana,Lesotho,Gahanga International Cricket Stadium. Rwanda,Rwanda,Ghana,bat,Ghana,239,5,123,10
T20,Uganda,Rwanda,Integrated Polytechnic Regional Centre,Rwanda,Uganda,bat,Uganda,169,4,63,10
T20,Italy,Germany,Desert Springs Cricket Ground,Spain,Italy,bat,Germany,103,5,104,6
T20,Scotland,Bangladesh,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Bangladesh,bowl,Scotland,140,9,134,7
T20,Netherlands,Ireland,Zayed Cricket Stadium,United Arab Emirates,Netherlands,bat,Ireland,106,10,107,3
T20,Namibia,Sri Lanka,Zayed Cricket Stadium,United Arab Emirates,Sri Lanka,bowl,Sri Lanka,96,10,100,3
T20,Malawi,Ghana,Gahanga International Cricket Stadium. Rwanda,Rwanda,Ghana,bowl,Ghana,95,8,96,3
T20,Lesotho,Uganda,Integrated Polytechnic Regional Centre,Rwanda,Lesotho,bat,Uganda,26,10,27,0
T20,Italy,Denmark,Desert Springs Cricket Ground,Spain,Denmark,bowl,Italy,141,4,132,9
T20,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Nigeria,Sierra Leone,bowl,Sierra Leone,99,10,100,4
T20,Scotland,P.N.G.,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Scotland,bat,Scotland,165,9,148,10
T20,Rwanda,Seychelles,Gahanga International Cricket Stadium. Rwanda,Rwanda,Rwanda,bat,Rwanda,196,4,23,5
T20,Swaziland,Uganda,Integrated Polytechnic Regional Centre,Rwanda,Swaziland,bat,Uganda,72,10,76,4
T20,Germany,Jersey,Desert Springs Cricket Ground,Spain,Germany,bat,Jersey,85,10,86,6
T20,Bangladesh,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Bangladesh,bat,Bangladesh,153,10,127,9
T20,Malawi,Seychelles,Gahanga International Cricket Stadium. Rwanda,Rwanda,Malawi,bat,Malawi,142,2,121,10
T20,Swaziland,Ghana,Integrated Polytechnic Regional Centre,Rwanda,Ghana,bowl,Ghana,74,9,75,3
T20,Italy,Jersey,Desert Springs Cricket Ground,Spain,Jersey,bowl,Jersey,100,8,104,2
T20,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Nigeria,0,bowl,Nigeria,102,7,96,9
T20,Netherlands,Namibia,Zayed Cricket Stadium,United Arab Emirates,Namibia,bowl,Namibia,164,4,166,4
T20,Swaziland,Seychelles,Gahanga International Cricket Stadium. Rwanda,Rwanda,Swaziland,bat,Seychelles,128,7,130,3
T20,Rwanda,Lesotho,Integrated Polytechnic Regional Centre,Rwanda,Rwanda,bat,Rwanda,102,8,80,7
T20,Germany,Denmark,Desert Springs Cricket Ground,Spain,Denmark,bowl,Germany,119,5,107,10
T20,Sri Lanka,Ireland,Zayed Cricket Stadium,United Arab Emirates,Ireland,bowl,Sri Lanka,171,7,101,10
T20,Uganda,Ghana,Gahanga International Cricket Stadium. Rwanda,Rwanda,Ghana,bowl,Uganda,176,6,97,10
T20,Italy,Germany,Desert Springs Cricket Ground,Spain,Germany,bowl,Italy,117,10,116,6
T20,Bangladesh,P.N.G.,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Bangladesh,bat,Bangladesh,181,7,97,10
T20,Malta,Gibraltar,Marsa Sports Club,Malta,Malta,bat,Malta,213,5,152,2
T20,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Nigeria,Sierra Leone,bowl,Nigeria,124,8,55,10
T20,Denmark,Jersey,Desert Springs Cricket Ground,Spain,Denmark,bat,Jersey,130,6,131,6
T20,Oman,Scotland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Oman,bat,Scotland,122,10,123,2
T20,Swaziland,Rwanda,Gahanga International Cricket Stadium. Rwanda,Rwanda,Swaziland,bat,Rwanda,77,10,79,3
T20,Malawi,Lesotho,Integrated Polytechnic Regional Centre,Rwanda,Lesotho,bowl,Malawi,123,4,101,7
T20,Gibraltar,Switzerland,Marsa Sports Club,Malta,Gibraltar,bat,Switzerland,133,9,134,1
T20,Ireland,Namibia,Sharjah Cricket Stadium,United Arab Emirates,Ireland,bat,Namibia,125,8,126,2
T20,Malawi,Rwanda,Gahanga International Cricket Stadium. Rwanda,Rwanda,Malawi,bat,Malawi,139,2,115,10
T20,Uganda,Seychelles,Integrated Polytechnic Regional Centre,Rwanda,Uganda,bat,Uganda,164,5,69,9
T20,Bulgaria,Switzerland,Marsa Sports Club,Malta,Bulgaria,bat,Switzerland,81,10,82,2
T20,Gibraltar,Bulgaria,Marsa Sports Club,Malta,Gibraltar,bat,Bulgaria,177,9,178,4
T20,Netherlands,Sri Lanka,Sharjah Cricket Stadium,United Arab Emirates,Sri Lanka,bowl,Sri Lanka,44,10,45,2
T20,Gibraltar,Bulgaria,Marsa Sports Club,Malta,Bulgaria,bowl,Gibraltar,217,4,180,5
T20,Qatar,Bahrain,West End Park International Cricket Stadium,Qatar,Bahrain,bowl,Bahrain,133,5,134,2
T20,Sierra Leone,Nigeria,University of Lagos Cricket Oval,Nigeria,Sierra Leone,bat,Nigeria,84,5,85,1
T20,Switzerland,Malta,Marsa Sports Club,Malta,Switzerland,bat,Switzerland,150,9,142,9
T20,South Africa,Australia,Zayed Cricket Stadium,United Arab Emirates,Australia,bowl,Australia,118,9,121,5
T20,Maldives,Saudi Arabia,West End Park International Cricket Stadium,Qatar,Maldives,bat,Saudi Arabia,98,9,101,3
T20,Bulgaria,Malta,Marsa Sports Club,Malta,Bulgaria,bat,Malta,150,6,153,4
T20,West Indies,England,Dubai International Cricket Stadium,United Arab Emirates,England,bowl,England,55,10,56,4
T20,Bahrain,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Kuwait,124,8,129,4
T20,Jersey,Guernsey,King George V Sports Ground,Guernsey,Guernsey,bowl,Jersey,168,6,108,8
T20,Bangladesh,Sri Lanka,Sharjah Cricket Stadium,United Arab Emirates,Sri Lanka,bowl,Sri Lanka,171,4,172,5
T20,Qatar,Maldives,West End Park International Cricket Stadium,Qatar,Maldives,bowl,Qatar,154,6,56,10
T20,Malta,Switzerland,Marsa Sports Club,Malta,Malta,bat,Malta,176,7,170,8
T20,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Nigeria,Nigeria,bat,Nigeria,90,10,71,10
T20,India,Pakistan,Dubai International Cricket Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,151,7,152,0
T20,Kuwait,Saudi Arabia,West End Park International Cricket Stadium,Qatar,Saudi Arabia,bowl,Saudi Arabia,146,8,149,6
T20,Malta,Gibraltar,Marsa Sports Club,Malta,Gibraltar,bowl,0,145,10,57,2
T20,Afghanistan,Scotland,Sharjah Cricket Stadium,United Arab Emirates,Afghanistan,bat,Afghanistan,190,4,60,10
T20,Nigeria,Sierra Leone,University of Lagos Cricket Oval,Nigeria,Nigeria,bat,Nigeria,134,8,98,9
T20,West Indies,South Africa,Dubai International Cricket Stadium,United Arab Emirates,South Africa,bowl,South Africa,143,8,144,2
T20,New Zealand,Pakistan,Sharjah Cricket Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,134,8,135,5
T20,Maldives,Bahrain,West End Park International Cricket Stadium,Qatar,Bahrain,bowl,Bahrain,88,9,93,3
T20,Bangladesh,England,Zayed Cricket Stadium,United Arab Emirates,Bangladesh,bat,England,124,9,126,2
T20,Saudi Arabia,Qatar,West End Park International Cricket Stadium,Qatar,Qatar,bowl,Qatar,130,9,134,5
T20,Scotland,Namibia,Zayed Cricket Stadium,United Arab Emirates,Namibia,bowl,Namibia,109,8,115,6
T20,Maldives,Kuwait,West End Park International Cricket Stadium,Qatar,Kuwait,bowl,Kuwait,103,10,107,5
T20,Bahrain,Saudi Arabia,West End Park International Cricket Stadium,Qatar,Saudi Arabia,bowl,Bahrain,179,9,161,6
T20,Sri Lanka,Australia,Dubai International Cricket Stadium,United Arab Emirates,Australia,bowl,Australia,154,6,155,3
T20,West Indies,Bangladesh,Sharjah Cricket Stadium,United Arab Emirates,Bangladesh,bowl,West Indies,142,7,139,5
T20,Kuwait,Qatar,West End Park International Cricket Stadium,Qatar,Kuwait,bat,Qatar,126,9,127,8
T20,Afghanistan,Pakistan,Dubai International Cricket Stadium,United Arab Emirates,Afghanistan,bat,Pakistan,147,6,148,5
T20,Sri Lanka,South Africa,Sharjah Cricket Stadium,United Arab Emirates,South Africa,bowl,South Africa,142,10,146,6
T20,Australia,England,Dubai International Cricket Stadium,United Arab Emirates,England,bowl,England,125,10,126,2
T20,Afghanistan,Namibia,Zayed Cricket Stadium,United Arab Emirates,Afghanistan,bat,Afghanistan,160,5,98,9
T20,India,New Zealand,Dubai International Cricket Stadium,United Arab Emirates,New Zealand,bowl,New Zealand,110,7,111,2
T20,England,Sri Lanka,Sharjah Cricket Stadium,United Arab Emirates,Sri Lanka,bowl,England,163,4,137,10
T20,Botswana,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Rwanda,Botswana,bat,Botswana,157,5,85,10
T20,Bangladesh,South Africa,Zayed Cricket Stadium,United Arab Emirates,South Africa,bowl,South Africa,84,10,86,4
T20,Tanzania,Mozambique,Gahanga International Cricket Stadium. Rwanda,Rwanda,Tanzania,bat,Tanzania,242,6,155,9
T20,Pakistan,Namibia,Zayed Cricket Stadium,United Arab Emirates,Pakistan,bat,Pakistan,189,2,144,5
T20,Mozambique,Cameroon,Gahanga International Cricket Stadium. Rwanda,Rwanda,Cameroon,bowl,Mozambique,209,5,38,10
T20,New Zealand,Scotland,Dubai International Cricket Stadium,United Arab Emirates,Scotland,bowl,New Zealand,172,5,156,5
T20,Sierra Leone,Tanzania,Gahanga International Cricket Stadium. Rwanda,Rwanda,Sierra Leone,bat,Tanzania,99,8,104,2
T20,India,Afghanistan,Zayed Cricket Stadium,United Arab Emirates,Afghanistan,bowl,India,210,2,144,7
T20,Bangladesh,Australia,Dubai International Cricket Stadium,United Arab Emirates,Australia,bowl,Australia,73,10,78,2
T20,Sri Lanka,West Indies,Zayed Cricket Stadium,United Arab Emirates,West Indies,bowl,Sri Lanka,189,3,169,8
T20,Cameroon,Botswana,Gahanga International Cricket Stadium. Rwanda,Rwanda,Cameroon,bat,Botswana,51,10,54,1
T20,New Zealand,Namibia,Sharjah Cricket Stadium,United Arab Emirates,Namibia,bowl,New Zealand,163,4,111,7
T20,Mozambique,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Rwanda,Mozambique,bat,Sierra Leone,96,9,97,5
T20,Scotland,India,Dubai International Cricket Stadium,United Arab Emirates,India,bowl,India,85,10,89,2
T20,Botswana,Mozambique,Gahanga International Cricket Stadium. Rwanda,Rwanda,Botswana,bat,Botswana,152,5,100,10
T20,West Indies,Australia,Zayed Cricket Stadium,United Arab Emirates,Australia,bowl,Australia,157,7,161,2
T20,Zimbabwe,Namibia,Queens Sports Club,Zimbabwe,Zimbabwe,bat,Namibia,122,8,124,2
T20,Bangladesh,Pakistan,Adelaide Oval,Australia,Bangladesh,bat,Pakistan,127,8,128,5
T20,Tanzania,Cameroon,Gahanga International Cricket Stadium. Rwanda,Rwanda,Tanzania,bat,Tanzania,240,5,62,10
T20,South Africa,England,Sharjah Cricket Stadium,United Arab Emirates,England,bowl,South Africa,189,2,179,8
T20,Cameroon,Sierra Leone,Gahanga International Cricket Stadium. Rwanda,Rwanda,Cameroon,bat,Sierra Leone,89,9,90,4
T20,Afghanistan,New Zealand,Zayed Cricket Stadium,United Arab Emirates,Afghanistan,bat,New Zealand,124,8,125,2
T20,Tanzania,Botswana,Gahanga International Cricket Stadium. Rwanda,Rwanda,Tanzania,bat,Tanzania,143,10,140,7
T20,Belize,U.S.A.,Coolidge Cricket Ground,West Indies,U.S.A.,bowl,U.S.A.,64,9,68,0
T20,Canada,Bahamas,Sir Vivian Richards Stadium,West Indies,Bahamas,bowl,Canada,190,5,68,10
T20,Pakistan,Scotland,Sharjah Cricket Stadium,United Arab Emirates,Pakistan,bat,Pakistan,189,4,117,6
T20,Panama,U.S.A.,Coolidge Cricket Ground,West Indies,Panama,bat,U.S.A.,85,8,86,1
T20,Canada,Belize,Coolidge Cricket Ground,West Indies,Canada,bat,Canada,234,3,89,6
T20,Bahamas,Argentina,Sir Vivian Richards Stadium,West Indies,Bahamas,bat,Bahamas,121,10,109,5
T20,Namibia,India,Dubai International Cricket Stadium,United Arab Emirates,India,bowl,India,132,8,136,1
T20,Belize,Panama,Coolidge Cricket Ground,West Indies,Belize,bat,Belize,143,8,131,8
T20,U.S.A.,Bermuda,Sir Vivian Richards Stadium,West Indies,U.S.A.,bat,U.S.A.,172,10,149,8
T20,Bermuda,Bahamas,Coolidge Cricket Ground,West Indies,Bahamas,bowl,Bermuda,239,6,99,8
T20,Argentina,Belize,Sir Vivian Richards Stadium,West Indies,Argentina,bat,Argentina,171,4,112,10
T20,England,New Zealand,Zayed Cricket Stadium,United Arab Emirates,New Zealand,bowl,New Zealand,166,4,167,5
T20,Canada,U.S.A.,Coolidge Cricket Ground,West Indies,Canada,bat,0,142,5,142,8
T20,Argentina,Panama,Sir Vivian Richards Stadium,West Indies,Argentina,bat,Argentina,156,6,111,9
T20,Canada,Bermuda,Coolidge Cricket Ground,West Indies,Bermuda,bowl,Canada,187,5,141,7
T20,Bahamas,Belize,Sir Vivian Richards Stadium,West Indies,Bahamas,bat,Bahamas,150,8,139,6
T20,Pakistan,Australia,Dubai International Cricket Stadium,United Arab Emirates,Australia,bowl,Australia,176,4,177,5
T20,Bermuda,Panama,Coolidge Cricket Ground,West Indies,Bermuda,bat,Bermuda,181,6,95,8
T20,Argentina,U.S.A.,Sir Vivian Richards Stadium,West Indies,Argentina,bat,U.S.A.,90,7,94,2
T20,Bahamas,U.S.A.,Coolidge Cricket Ground,West Indies,Bahamas,bat,U.S.A.,90,7,91,0
T20,Belize,Bermuda,Sir Vivian Richards Stadium,West Indies,Belize,bat,Bermuda,85,10,89,3
T20,Panama,Bahamas,Coolidge Cricket Ground,West Indies,Bahamas,bowl,Panama,139,8,113,10
T20,Argentina,Canada,Sir Vivian Richards Stadium,West Indies,Argentina,bat,Canada,109,10,115,1
T20,Canada,Panama,Coolidge Cricket Ground,West Indies,Canada,bat,Canada,245,1,37,10
T20,New Zealand,Australia,Dubai International Cricket Stadium,United Arab Emirates,Australia,bowl,Australia,172,4,173,2
T20,Argentina,Bermuda,Coolidge Cricket Ground,West Indies,Argentina,bat,Bermuda,130,5,133,7
