Match Format,Team1 Name,Team2 Name,Match Venue (Stadium),Match Venue (Country),Toss Winner,Toss Winner Choice,Match Winner,Team1 Runs Scored,Team1 Wickets Fell,Team2 Runs Scored,Team2 Wickets Fell
ODI,Bangladesh,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,Bangladesh,269,8,148,10
ODI,Bangladesh,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,Zimbabwe,252,9,253,4
ODI,Bangladesh,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,Zimbabwe,247,9,251,3
ODI,Pakistan,Scotland,Grange Cricket Club Ground,Scotland,Pakistan,bat,Pakistan,231,7,135,10
ODI,Pakistan,Ireland,Clontarf Cricket Club Ground,Ireland,Pakistan,bat,0,266,5,275,5
ODI,Ireland,Pakistan,Clontarf Cricket Club Ground,Ireland,Pakistan,bowl,Pakistan,229,9,230,8
ODI,South Africa,Netherlands,VRA Ground,Netherlands,South Africa,bat,South Africa,341,3,258,9
ODI,England,New Zealand,Lord's,England,New Zealand,bowl,New Zealand,227,9,231,5
ODI,New Zealand,England,The Rose Bowl,England,New Zealand,bat,New Zealand,359,3,273,10
ODI,England,New Zealand,Trent Bridge,England,New Zealand,bowl,England,287,6,253,10
ODI,India,South Africa,Sophia Gardens,England,South Africa,bowl,India,331,7,305,10
ODI,Pakistan,West Indies,Kennington Oval,England,West Indies,bowl,West Indies,170,10,172,8
ODI,England,Australia,Edgbaston,England,England,bat,England,269,6,221,9
ODI,Sri Lanka,New Zealand,Sophia Gardens,England,Sri Lanka,bat,New Zealand,138,10,139,9
ODI,South Africa,Pakistan,Edgbaston,England,South Africa,bat,South Africa,234,9,167,10
ODI,West Indies,India,Kennington Oval,England,India,bowl,India,233,9,236,2
ODI,Australia,New Zealand,Edgbaston,England,Australia,bat,0,243,8,51,2
ODI,England,Sri Lanka,Kennington Oval,England,Sri Lanka,bowl,Sri Lanka,293,7,297,3
ODI,South Africa,West Indies,Sophia Gardens,England,West Indies,bowl,0,230,6,190,6
ODI,Pakistan,India,Edgbaston,England,India,bowl,India,165,10,102,2
ODI,England,New Zealand,Sophia Gardens,England,New Zealand,bowl,England,169,10,159,8
ODI,Sri Lanka,Australia,Kennington Oval,England,Australia,bowl,Sri Lanka,253,8,233,10
ODI,South Africa,England,Kennington Oval,England,England,bowl,England,175,10,179,3
ODI,Sri Lanka,India,Sophia Gardens,England,India,bowl,India,181,8,182,2
ODI,India,England,Edgbaston,England,England,bowl,India,129,7,124,8
ODI,Sri Lanka,West Indies,Sabina Park,West Indies,West Indies,bowl,West Indies,208,10,209,4
ODI,Scotland,Kenya,Mannofield Park,Scotland,Kenya,bowl,Scotland,242,4,230,10
ODI,India,West Indies,Sabina Park,West Indies,West Indies,bowl,West Indies,229,7,230,9
ODI,Kenya,Scotland,Mannofield Park,Scotland,Scotland,bowl,Scotland,183,10,139,6
ODI,Sri Lanka,India,Sabina Park,West Indies,India,bowl,Sri Lanka,348,1,187,10
ODI,India,West Indies,Queen's Park Oval,West Indies,West Indies,bowl,India,311,7,171,10
ODI,Ireland,Netherlands,VRA Ground,Netherlands,Ireland,bat,Ireland,236,10,148,10
ODI,Sri Lanka,West Indies,Queen's Park Oval,West Indies,West Indies,bowl,Sri Lanka,219,8,190,9
ODI,Ireland,Netherlands,VRA Ground,Netherlands,Ireland,bat,0,268,5,268,9
ODI,India,Sri Lanka,Queen's Park Oval,West Indies,Sri Lanka,bowl,India,119,3,96,10
ODI,Sri Lanka,India,Queen's Park Oval,West Indies,India,bowl,India,201,10,203,9
ODI,Pakistan,West Indies,Providence Stadium,West Indies,West Indies,bowl,Pakistan,224,9,98,10
ODI,West Indies,Pakistan,Providence Stadium,West Indies,Pakistan,bowl,West Indies,232,8,195,10
ODI,Pakistan,West Indies,Beausejour Stadium,West Indies,West Indies,bowl,0,229,6,229,9
ODI,Sri Lanka,South Africa,R Premadasa Stadium,Sri Lanka,South Africa,bowl,Sri Lanka,320,5,140,10
ODI,West Indies,Pakistan,Beausejour Stadium,West Indies,Pakistan,bowl,Pakistan,261,7,189,4
ODI,Sri Lanka,South Africa,R Premadasa Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,223,9,104,5
ODI,Zimbabwe,India,Harare Sports Club,Zimbabwe,India,bowl,India,228,7,230,4
ODI,West Indies,Pakistan,Beausejour Stadium,West Indies,Pakistan,bowl,Pakistan,242,7,243,6
ODI,India,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,India,294,8,236,9
ODI,South Africa,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,South Africa,bat,South Africa,223,7,167,10
ODI,Zimbabwe,India,Harare Sports Club,Zimbabwe,India,bowl,India,183,10,187,3
ODI,South Africa,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,South Africa,bat,Sri Lanka,238,10,239,2
ODI,Sri Lanka,South Africa,R Premadasa Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,307,4,179,10
ODI,Zimbabwe,India,Queens Sports Club,Zimbabwe,India,bowl,India,144,10,145,1
ODI,Zimbabwe,India,Queens Sports Club,Zimbabwe,India,bowl,India,163,10,167,3
ODI,Pakistan,Zimbabwe,Harare Sports Club,Zimbabwe,Pakistan,bat,Zimbabwe,244,7,246,3
ODI,Netherlands,Canada,Maple Leaf North-West Ground,Canada,Canada,bowl,0,143,10,62,1
ODI,Pakistan,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,Pakistan,299,4,209,10
ODI,Canada,Netherlands,Maple Leaf North-West Ground,Canada,Netherlands,bowl,Netherlands,67,10,70,1
ODI,Pakistan,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,Pakistan,260,6,152,10
ODI,Ireland,England,The Village,Ireland,England,bowl,England,269,7,274,4
ODI,Australia,Scotland,Grange Cricket Club Ground,Scotland,Scotland,bowl,Australia,362,3,162,10
ODI,Scotland,Ireland,Civil Service Cricket Club,Ireland,Scotland,bat,Ireland,223,9,225,9
ODI,Australia,England,Old Trafford,England,England,bowl,Australia,315,7,227,10
ODI,Scotland,Ireland,Civil Service Cricket Club,Ireland,Scotland,bat,Ireland,165,10,166,3
ODI,England,Australia,Edgbaston,England,Australia,bowl,0,59,3,0,0
ODI,Australia,England,Sophia Gardens,England,England,bowl,England,227,10,231,7
ODI,Australia,England,The Rose Bowl,England,Australia,bat,Australia,298,10,249,10
ODI,Kenya,Afghanistan,Sharjah Cricket Stadium,United Arab Emirates,Kenya,bat,Afghanistan,89,10,95,2
ODI,Kenya,Afghanistan,Sharjah Cricket Stadium,United Arab Emirates,Afghanistan,bowl,Afghanistan,93,10,96,3
ODI,Australia,India,Maharashtra Cricket Association Stadium,India,Australia,bat,Australia,304,8,232,10
ODI,Australia,India,Sawai Mansingh Stadium,India,Australia,bat,India,359,5,362,1
ODI,India,Australia,Punjab Cricket Association Stadium,India,Australia,bowl,Australia,303,9,304,6
ODI,Australia,India,JSCA International Stadium Complex,India,India,bowl,0,295,8,27,0
ODI,Bangladesh,New Zealand,Shere Bangla National Stadium,Bangladesh,New Zealand,bowl,Bangladesh,265,10,162,9
ODI,Australia,India,Vidarbha Cricket Association Stadium,India,India,bowl,India,350,6,351,4
ODI,South Africa,Pakistan,Sharjah Cricket Stadium,United Arab Emirates,South Africa,bat,South Africa,183,10,182,10
ODI,Bangladesh,New Zealand,Shere Bangla National Stadium,Bangladesh,Bangladesh,bat,Bangladesh,247,10,207,10
ODI,Pakistan,South Africa,Dubai International Cricket Stadium,United Arab Emirates,Pakistan,bat,Pakistan,209,10,143,10
ODI,India,Australia,M Chinnaswamy Stadium,India,Australia,bowl,India,383,6,326,10
ODI,New Zealand,Bangladesh,Khan Shaheb Osman Ali Stadium,Bangladesh,Bangladesh,bowl,Bangladesh,307,5,309,6
ODI,South Africa,Pakistan,Sheikh Zayed Stadium,United Arab Emirates,South Africa,bat,South Africa,259,8,191,10
ODI,South Africa,Pakistan,Sheikh Zayed Stadium,United Arab Emirates,South Africa,bat,South Africa,266,5,238,10
ODI,Sri Lanka,New Zealand,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,New Zealand,bowl,0,288,9,13,1
ODI,South Africa,Pakistan,Sharjah Cricket Stadium,United Arab Emirates,South Africa,bat,South Africa,268,7,151,10
ODI,Sri Lanka,New Zealand,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Sri Lanka,bat,New Zealand,138,1,203,6
ODI,Sri Lanka,New Zealand,Rangiri Dambulla International Stadium,Sri Lanka,New Zealand,bowl,Sri Lanka,211,8,126,6
ODI,West Indies,India,Nehru Stadium,India,West Indies,bat,India,211,10,212,4
ODI,India,West Indies,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,India,West Indies,bowl,West Indies,288,7,289,8
ODI,Pakistan,South Africa,Newlands,South Africa,Pakistan,bat,Pakistan,218,9,195,10
ODI,West Indies,India,Green Park,India,India,bowl,India,263,5,266,5
ODI,Pakistan,South Africa,St George's Park,South Africa,South Africa,bowl,Pakistan,262,10,261,6
ODI,Pakistan,South Africa,SuperSport Park,South Africa,South Africa,bowl,South Africa,179,10,181,6
ODI,South Africa,India,New Wanderers Stadium,South Africa,India,bowl,South Africa,358,4,217,10
ODI,South Africa,India,Kingsmead,South Africa,India,bowl,South Africa,280,6,146,10
ODI,South Africa,India,SuperSport Park,South Africa,South Africa,bat,0,301,8,0,0
ODI,Pakistan,Sri Lanka,Sharjah Cricket Stadium,United Arab Emirates,Pakistan,bat,Pakistan,322,5,311,10
ODI,Pakistan,Sri Lanka,Dubai International Cricket Stadium,United Arab Emirates,Sri Lanka,bowl,Sri Lanka,284,4,287,8
ODI,Pakistan,Sri Lanka,Sharjah Cricket Stadium,United Arab Emirates,Sri Lanka,bowl,Pakistan,326,5,213,10
ODI,Sri Lanka,Pakistan,Sheikh Zayed Stadium,United Arab Emirates,Sri Lanka,bat,Pakistan,225,10,226,2
ODI,New Zealand,West Indies,Eden Park,New Zealand,West Indies,bowl,West Indies,156,10,157,8
ODI,Pakistan,Sri Lanka,Sheikh Zayed Stadium,United Arab Emirates,Pakistan,bat,Sri Lanka,232,10,235,8
ODI,New Zealand,West Indies,Queenstown Events Centre,New Zealand,West Indies,bowl,New Zealand,283,4,124,5
ODI,New Zealand,West Indies,Saxton Oval,New Zealand,New Zealand,bat,New Zealand,285,6,134,5
ODI,West Indies,New Zealand,Seddon Park,New Zealand,New Zealand,bowl,West Indies,363,4,160,10
ODI,England,Australia,Melbourne Cricket Ground,Australia,England,bat,Australia,269,7,270,4
ODI,England,Australia,Brisbane Cricket Ground,Australia,England,bat,Australia,300,8,301,9
ODI,New Zealand,India,McLean Park,New Zealand,India,bowl,New Zealand,292,7,268,10
ODI,England,Australia,Sydney Cricket Ground,Australia,England,bat,Australia,243,9,244,3
ODI,New Zealand,India,Seddon Park,New Zealand,India,bowl,New Zealand,271,7,277,9
ODI,Scotland,Canada,Hagley Oval,New Zealand,Canada,bowl,Scotland,341,9,171,10
ODI,Netherlands,Kenya,Bert Sutcliffe Oval,New Zealand,Kenya,bowl,Kenya,265,6,266,6
ODI,England,Australia,Western Australia Cricket Association Ground,Australia,Australia,bowl,England,316,8,259,10
ODI,New Zealand,India,Eden Park,New Zealand,India,bowl,0,314,10,314,9
ODI,Australia,England,Adelaide Oval,Australia,Australia,bat,Australia,217,9,212,10
ODI,Canada,Netherlands,Bay Oval,New Zealand,Canada,bat,Netherlands,210,10,212,2
ODI,India,New Zealand,Seddon Park,New Zealand,India,bat,New Zealand,278,5,280,3
ODI,Kenya,Scotland,Hagley Oval,New Zealand,Kenya,bat,Scotland,260,10,261,7
ODI,New Zealand,India,Westpac Stadium,New Zealand,India,bowl,New Zealand,303,5,216,10
ODI,Scotland,U.A.E.,Bert Sutcliffe Oval,New Zealand,Scotland,bat,Scotland,285,5,244,9
ODI,Sri Lanka,Bangladesh,Shere Bangla National Stadium,Bangladesh,Bangladesh,bowl,Sri Lanka,180,10,167,10
ODI,Sri Lanka,Bangladesh,Shere Bangla National Stadium,Bangladesh,Sri Lanka,bat,Sri Lanka,289,6,228,10
ODI,Bangladesh,Sri Lanka,Shere Bangla National Stadium,Bangladesh,Sri Lanka,bowl,Sri Lanka,240,8,246,4
ODI,Ireland,West Indies,Sabina Park,West Indies,Ireland,bat,West Indies,202,10,205,6
ODI,Sri Lanka,Pakistan,Khan Shaheb Osman Ali Stadium,Bangladesh,Sri Lanka,bat,Sri Lanka,296,6,284,10
ODI,Bangladesh,India,Khan Shaheb Osman Ali Stadium,Bangladesh,India,bowl,India,279,7,280,4
ODI,Pakistan,Afghanistan,Khan Shaheb Osman Ali Stadium,Bangladesh,Afghanistan,bowl,Pakistan,248,8,176,10
ODI,India,Sri Lanka,Khan Shaheb Osman Ali Stadium,Bangladesh,Sri Lanka,bowl,Sri Lanka,264,9,265,8
ODI,West Indies,England,Sir Vivian Richards Stadium,West Indies,England,bowl,West Indies,269,6,254,6
ODI,Afghanistan,Bangladesh,Khan Shaheb Osman Ali Stadium,Bangladesh,Bangladesh,bowl,Afghanistan,254,6,222,10
ODI,India,Pakistan,Shere Bangla National Stadium,Bangladesh,Pakistan,bowl,Pakistan,245,8,249,9
ODI,West Indies,England,Sir Vivian Richards Stadium,West Indies,England,bowl,England,159,10,163,7
ODI,Sri Lanka,Afghanistan,Shere Bangla National Stadium,Bangladesh,Sri Lanka,bat,Sri Lanka,253,6,124,10
ODI,Bangladesh,Pakistan,Shere Bangla National Stadium,Bangladesh,Bangladesh,bat,Pakistan,326,3,329,7
ODI,Afghanistan,India,Shere Bangla National Stadium,Bangladesh,India,bowl,India,159,10,160,2
ODI,England,West Indies,Sir Vivian Richards Stadium,West Indies,West Indies,bowl,England,303,6,278,10
ODI,Bangladesh,Sri Lanka,Shere Bangla National Stadium,Bangladesh,Bangladesh,bat,Sri Lanka,204,9,208,7
ODI,Pakistan,Sri Lanka,Shere Bangla National Stadium,Bangladesh,Pakistan,bat,Sri Lanka,260,5,261,5
ODI,Hong Kong,Afghanistan,Bayuemas Oval,Malaysia,Afghanistan,bowl,Afghanistan,216,10,218,4
ODI,Afghanistan,U.A.E.,Kinrara Academy Oval,Malaysia,U.A.E.,bowl,Afghanistan,302,5,232,10
ODI,Hong Kong,U.A.E.,Kinrara Academy Oval,Malaysia,U.A.E.,bowl,U.A.E.,157,10,158,8
ODI,Sri Lanka,Ireland,Clontarf Cricket Club Ground,Ireland,Ireland,bowl,Sri Lanka,219,8,140,10
ODI,England,Scotland,Mannofield Park,Scotland,Scotland,bowl,England,167,6,133,9
ODI,England,Sri Lanka,Kennington Oval,England,Sri Lanka,bowl,England,247,6,144,10
ODI,Sri Lanka,England,Riverside Ground,England,England,bowl,Sri Lanka,256,8,99,10
ODI,Sri Lanka,England,Old Trafford,England,England,bowl,England,67,10,73,0
ODI,Sri Lanka,England,Lord's,England,England,bowl,Sri Lanka,300,9,293,8
ODI,England,Sri Lanka,Edgbaston,England,England,bat,Sri Lanka,219,10,222,4
ODI,Bangladesh,India,Shere Bangla National Stadium,Bangladesh,Bangladesh,bat,India,272,9,153,3
ODI,India,Bangladesh,Shere Bangla National Stadium,Bangladesh,Bangladesh,bowl,India,105,10,58,10
ODI,India,Bangladesh,Shere Bangla National Stadium,Bangladesh,India,bat,0,119,9,0,0
ODI,South Africa,Sri Lanka,R Premadasa Stadium,Sri Lanka,South Africa,bat,South Africa,304,5,229,10
ODI,Sri Lanka,South Africa,Pallekele International Cricket Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,267,10,180,10
ODI,South Africa,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,South Africa,bat,South Africa,339,5,257,10
ODI,Afghanistan,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,Zimbabwe,223,9,227,4
ODI,Afghanistan,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,Zimbabwe,256,7,257,2
ODI,Zimbabwe,Afghanistan,Queens Sports Club,Zimbabwe,Afghanistan,bowl,Afghanistan,261,8,264,8
ODI,Afghanistan,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,Afghanistan,259,10,159,10
ODI,South Africa,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,South Africa,309,3,216,10
ODI,South Africa,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,South Africa,257,10,196,10
ODI,Bangladesh,West Indies,National Cricket Stadium,West Indies,West Indies,bowl,West Indies,217,9,219,7
ODI,Zimbabwe,South Africa,Queens Sports Club,Zimbabwe,South Africa,bowl,South Africa,165,10,171,3
ODI,West Indies,Bangladesh,National Cricket Stadium,West Indies,Bangladesh,bowl,West Indies,247,7,70,10
ODI,Sri Lanka,Pakistan,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Pakistan,bowl,Pakistan,275,7,277,6
ODI,Australia,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,Australia,350,6,152,10
ODI,West Indies,Bangladesh,Warner Park,West Indies,West Indies,bat,West Indies,338,7,247,8
ODI,Sri Lanka,Pakistan,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,310,9,233,10
ODI,Ireland,Scotland,The Village,Ireland,Scotland,bowl,Scotland,241,9,243,2
ODI,Australia,South Africa,Harare Sports Club,Zimbabwe,South Africa,bowl,South Africa,327,7,328,3
ODI,India,England,Sophia Gardens,England,England,bowl,India,304,6,161,10
ODI,South Africa,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,South Africa,231,10,170,10
ODI,Pakistan,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,Pakistan,bat,Sri Lanka,102,10,104,3
ODI,England,India,Trent Bridge,England,India,bowl,India,227,10,228,4
ODI,Australia,Zimbabwe,Harare Sports Club,Zimbabwe,Australia,bat,Zimbabwe,209,9,211,7
ODI,England,India,Edgbaston,England,India,bowl,India,206,10,212,1
ODI,South Africa,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,South Africa,271,6,208,10
ODI,England,India,Headingley,England,India,bowl,England,294,7,253,10
ODI,Australia,South Africa,Harare Sports Club,Zimbabwe,South Africa,bowl,South Africa,217,9,221,4
ODI,Scotland,Ireland,The Village,Ireland,Ireland,bowl,Ireland,172,10,173,3
ODI,Scotland,Ireland,The Village,Ireland,Ireland,bowl,Ireland,221,10,225,7
ODI,Australia,Pakistan,Sharjah Cricket Stadium,United Arab Emirates,Australia,bat,Australia,255,8,162,10
ODI,West Indies,India,Nehru Stadium,India,India,bowl,West Indies,321,6,197,10
ODI,Pakistan,Australia,Dubai International Cricket Stadium,United Arab Emirates,Pakistan,bat,Australia,215,10,217,5
ODI,India,West Indies,Feroz Shah Kotla,India,India,bat,India,263,7,215,10
ODI,Australia,Pakistan,Sheikh Zayed Stadium,United Arab Emirates,Australia,bat,Australia,231,9,230,10
ODI,India,West Indies,Himachal Pradesh Cricket Association Stadium,India,West Indies,bowl,India,330,6,271,10
ODI,New Zealand,South Africa,Bay Oval,New Zealand,South Africa,bowl,South Africa,230,10,236,4
ODI,South Africa,New Zealand,Bay Oval,New Zealand,New Zealand,bowl,South Africa,282,9,210,10
ODI,South Africa,New Zealand,Seddon Park,New Zealand,New Zealand,bowl,0,157,3,0,0
ODI,India,Sri Lanka,Barabati Stadium,India,Sri Lanka,bowl,India,363,5,194,10
ODI,Sri Lanka,India,Sardar Patel Stadium,India,Sri Lanka,bat,India,274,8,275,4
ODI,Hong Kong,P.N.G.,Tony Ireland Stadium,Australia,Hong Kong,bat,P.N.G.,202,10,203,6
ODI,Hong Kong,P.N.G.,Tony Ireland Stadium,Australia,Hong Kong,bat,P.N.G.,261,10,264,7
ODI,Sri Lanka,India,Rajiv Gandhi International Stadium,India,Sri Lanka,bat,India,242,10,245,4
ODI,India,Sri Lanka,Eden Gardens,India,India,bat,India,404,5,251,10
ODI,Australia,South Africa,Western Australia Cricket Association Ground,Australia,South Africa,bowl,Australia,300,8,268,10
ODI,Australia,South Africa,Western Australia Cricket Association Ground,Australia,Australia,bat,South Africa,154,10,157,7
ODI,Sri Lanka,India,JSCA International Stadium Complex,India,Sri Lanka,bat,India,286,8,288,7
ODI,Australia,South Africa,Manuka Oval,Australia,Australia,bat,Australia,329,5,256,9
ODI,South Africa,Australia,Melbourne Cricket Ground,Australia,South Africa,bat,Australia,267,8,268,7
ODI,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,Zimbabwe,bowl,Bangladesh,281,7,194,10
ODI,South Africa,Australia,Sydney Cricket Ground,Australia,South Africa,bat,Australia,280,6,275,8
ODI,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,Bangladesh,bat,Bangladesh,251,7,183,10
ODI,Pakistan,Zimbabwe,Brisbane Cricket Ground,Australia,Pakistan,bat,Pakistan,235,7,215,10
ODI,Bangladesh,Zimbabwe,Shere Bangla National Stadium,Bangladesh,Zimbabwe,bowl,Bangladesh,297,6,173,10
ODI,Sri Lanka,England,R Premadasa Stadium,Sri Lanka,England,bowl,Sri Lanka,317,6,292,10
ODI,Bangladesh,Zimbabwe,Shere Bangla National Stadium,Bangladesh,Bangladesh,bat,Bangladesh,256,8,235,8
ODI,Afghanistan,U.A.E.,ICC Academy,United Arab Emirates,Afghanistan,bat,U.A.E.,248,6,249,5
ODI,England,Sri Lanka,R Premadasa Stadium,Sri Lanka,England,bat,Sri Lanka,185,10,186,2
ODI,Afghanistan,U.A.E.,ICC Academy,United Arab Emirates,U.A.E.,bowl,U.A.E.,280,8,282,4
ODI,Zimbabwe,Bangladesh,Shere Bangla National Stadium,Bangladesh,Zimbabwe,bat,Bangladesh,128,10,130,5
ODI,U.A.E.,Afghanistan,ICC Academy,United Arab Emirates,Afghanistan,bowl,Afghanistan,273,5,276,8
ODI,Sri Lanka,England,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,Sri Lanka,bat,England,242,8,236,5
ODI,U.A.E.,Afghanistan,ICC Academy,United Arab Emirates,Afghanistan,bowl,U.A.E.,258,9,228,10
ODI,England,Sri Lanka,R Premadasa Stadium,Sri Lanka,England,bat,Sri Lanka,265,10,267,4
ODI,New Zealand,Pakistan,Dubai International Cricket Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,246,7,250,7
ODI,Sri Lanka,England,Pallekele International Cricket Stadium,Sri Lanka,England,bowl,England,239,10,240,5
ODI,Pakistan,New Zealand,Sharjah Cricket Stadium,United Arab Emirates,Pakistan,bat,New Zealand,252,10,255,6
ODI,Sri Lanka,England,Pallekele International Cricket Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,292,7,202,10
ODI,Pakistan,New Zealand,Sharjah Cricket Stadium,United Arab Emirates,Pakistan,bat,Pakistan,364,7,217,10
ODI,Sri Lanka,England,R Premadasa Stadium,Sri Lanka,Sri Lanka,bat,Sri Lanka,302,6,215,10
ODI,New Zealand,Pakistan,Sheikh Zayed Stadium,United Arab Emirates,New Zealand,bat,New Zealand,299,5,292,8
ODI,New Zealand,Pakistan,Sheikh Zayed Stadium,United Arab Emirates,New Zealand,bat,New Zealand,275,4,207,10
ODI,Scotland,Afghanistan,ICC Academy,United Arab Emirates,Afghanistan,bowl,Afghanistan,237,8,240,2
ODI,Afghanistan,Ireland,Dubai International Cricket Stadium,United Arab Emirates,Ireland,bowl,Ireland,180,10,181,7
ODI,Sri Lanka,New Zealand,Hagley Oval,New Zealand,Sri Lanka,bat,New Zealand,218,9,219,7
ODI,England,Pakistan,Headingley,England,England,bat,England,351,9,297,10
ODI,Scotland,Ireland,Dubai International Cricket Stadium,United Arab Emirates,Ireland,bowl,Ireland,216,9,220,7
ODI,Scotland,Afghanistan,Sheikh Zayed Stadium,United Arab Emirates,Scotland,bat,Scotland,213,7,63,10
ODI,New Zealand,Sri Lanka,Seddon Park,New Zealand,New Zealand,bat,Sri Lanka,248,10,252,4
ODI,England,Australia,Sydney Cricket Ground,Australia,England,bat,Australia,234,10,235,7
ODI,South Africa,West Indies,Kingsmead,South Africa,South Africa,bat,South Africa,279,8,164,10
ODI,New Zealand,Sri Lanka,Eden Park,New Zealand,Sri Lanka,bowl,0,145,3,0,0
ODI,Afghanistan,Ireland,Dubai International Cricket Stadium,United Arab Emirates,Ireland,bowl,Afghanistan,246,8,175,10
ODI,India,Australia,Melbourne Cricket Ground,Australia,India,bat,Australia,267,8,269,6
ODI,South Africa,West Indies,New Wanderers Stadium,South Africa,West Indies,bowl,South Africa,439,2,291,7
ODI,Ireland,Scotland,ICC Academy,United Arab Emirates,Ireland,0,0,0,0,0,0
ODI,Sri Lanka,New Zealand,Saxton Oval,New Zealand,Sri Lanka,bat,New Zealand,276,10,280,6
ODI,India,England,Brisbane Cricket Ground,Australia,India,bat,England,153,10,156,1
ODI,West Indies,South Africa,Buffalo Park,South Africa,West Indies,bat,South Africa,122,10,124,1
ODI,New Zealand,Sri Lanka,University Oval,New Zealand,Sri Lanka,bowl,New Zealand,360,5,252,10
ODI,England,Australia,Bellerive Oval,Australia,Australia,bowl,Australia,303,8,304,7
ODI,New Zealand,Sri Lanka,University Oval,New Zealand,New Zealand,bat,New Zealand,315,8,195,10
ODI,South Africa,West Indies,St George's Park,South Africa,West Indies,bowl,West Indies,262,8,266,9
ODI,India,Australia,Sydney Cricket Ground,Australia,Australia,bowl,0,69,2,0,0
ODI,South Africa,West Indies,SuperSport Park,South Africa,West Indies,bowl,South Africa,361,5,230,10
ODI,Sri Lanka,New Zealand,Westpac Stadium,New Zealand,Sri Lanka,bat,Sri Lanka,287,6,253,10
ODI,India,England,Western Australia Cricket Association Ground,Australia,England,bowl,England,200,10,201,7
ODI,Pakistan,New Zealand,Westpac Stadium,New Zealand,New Zealand,bowl,New Zealand,210,10,213,3
ODI,Australia,England,Western Australia Cricket Association Ground,Australia,England,bowl,Australia,278,8,166,10
ODI,New Zealand,Pakistan,McLean Park,New Zealand,New Zealand,bat,New Zealand,369,5,250,10
ODI,New Zealand,Sri Lanka,Hagley Oval,New Zealand,Sri Lanka,bowl,New Zealand,331,6,233,10
ODI,Australia,England,Melbourne Cricket Ground,Australia,England,bowl,Australia,342,9,231,10
ODI,South Africa,Zimbabwe,Seddon Park,New Zealand,Zimbabwe,bowl,South Africa,339,4,277,10
ODI,India,Pakistan,Adelaide Oval,Australia,India,bat,India,300,7,224,10
ODI,West Indies,Ireland,Saxton Oval,New Zealand,Ireland,bowl,Ireland,304,7,307,6
ODI,Scotland,New Zealand,University Oval,New Zealand,New Zealand,bowl,New Zealand,142,10,146,7
ODI,Bangladesh,Afghanistan,Manuka Oval,Australia,Bangladesh,bat,Bangladesh,267,10,162,10
ODI,U.A.E.,Zimbabwe,Saxton Oval,New Zealand,Zimbabwe,bowl,Zimbabwe,285,7,286,6
ODI,England,New Zealand,Westpac Stadium,New Zealand,England,bat,New Zealand,123,10,125,2
ODI,West Indies,Pakistan,Hagley Oval,New Zealand,Pakistan,bowl,West Indies,310,6,160,10
ODI,Afghanistan,Sri Lanka,University Oval,New Zealand,Sri Lanka,bowl,Sri Lanka,232,10,236,6
ODI,India,South Africa,Melbourne Cricket Ground,Australia,India,bat,India,307,7,177,10
ODI,England,Scotland,Hagley Oval,New Zealand,Scotland,bowl,England,303,8,184,10
ODI,West Indies,Zimbabwe,Manuka Oval,Australia,West Indies,bat,West Indies,372,2,289,10
ODI,U.A.E.,Ireland,Brisbane Cricket Ground,Australia,Ireland,bowl,Ireland,278,9,279,8
