Match Format,Team1 Name,Team2 Name,Match Venue (Stadium),Match Venue (Country),Toss Winner,Toss Winner Choice,Match Winner,Team1 Runs Scored,Team1 Wickets Fell,Team2 Runs Scored,Team2 Wickets Fell
ODI,Australia,England,Sydney Cricket Ground,Australia,Australia,bat,Australia,224,4,196,10
ODI,South Africa,New Zealand,Newlands,South Africa,South Africa,bat,South Africa,203,8,134,10
ODI,Australia,Zimbabwe,Bellerive Oval,Australia,Australia,bat,Australia,254,3,170,8
ODI,Sri Lanka,New Zealand,Springbok Park,South Africa,Sri Lanka,bat,0,288,4,66,1
ODI,Pakistan,South Africa,New Wanderers Stadium,South Africa,Pakistan,bat,South Africa,214,10,215,3
ODI,South Africa,New Zealand,Centurion Park,South Africa,South Africa,bat,South Africa,314,7,233,10
ODI,New Zealand,Pakistan,Crusaders Ground,South Africa,Pakistan,bowl,Pakistan,201,10,206,5
ODI,Zimbabwe,England,Sydney Cricket Ground,Australia,Zimbabwe,bat,Zimbabwe,205,10,192,10
ODI,Sri Lanka,South Africa,Springbok Park,South Africa,Sri Lanka,bat,Sri Lanka,226,8,191,10
ODI,South Africa,Pakistan,Kingsmead,South Africa,Pakistan,bowl,Pakistan,206,8,208,2
ODI,New Zealand,Sri Lanka,Buffalo Park,South Africa,New Zealand,bat,Sri Lanka,255,4,257,5
ODI,New Zealand,Pakistan,Buffalo Park,South Africa,New Zealand,bat,Pakistan,172,10,175,5
ODI,South Africa,Sri Lanka,Crusaders Ground,South Africa,South Africa,bat,South Africa,237,8,139,6
ODI,England,Zimbabwe,Brisbane Cricket Ground,Australia,England,bat,England,200,8,174,10
ODI,England,Australia,Melbourne Cricket Ground,Australia,England,bat,England,225,8,188,10
ODI,South Africa,Pakistan,Newlands,South Africa,Pakistan,bowl,South Africa,215,10,178,10
ODI,South Africa,Pakistan,New Wanderers Stadium,South Africa,Pakistan,bowl,South Africa,266,5,109,10
ODI,New Zealand,West Indies,Eden Park,New Zealand,New Zealand,bat,West Indies,167,6,149,1
ODI,West Indies,New Zealand,Basin Reserve,New Zealand,New Zealand,bowl,West Indies,246,7,205,10
ODI,New Zealand,West Indies,Lancaster Park,New Zealand,West Indies,bowl,West Indies,146,10,149,1
ODI,South Africa,Australia,Basin Reserve,New Zealand,South Africa,bat,Australia,123,10,124,7
ODI,India,New Zealand,McLean Park,New Zealand,New Zealand,bowl,New Zealand,160,10,162,6
ODI,South Africa,India,Trust Bank Park,New Zealand,South Africa,bat,South Africa,223,6,209,9
ODI,Australia,New Zealand,Eden Park,New Zealand,Australia,bat,Australia,254,5,227,9
ODI,Australia,India,Carisbrook,New Zealand,Australia,bat,India,250,6,252,5
ODI,Zimbabwe,Pakistan,Harare Sports Club,Zimbabwe,Zimbabwe,bat,0,219,9,219,10
ODI,New Zealand,South Africa,Lancaster Park,New Zealand,South Africa,bowl,New Zealand,249,7,203,10
ODI,Zimbabwe,Pakistan,Harare Sports Club,Zimbabwe,Pakistan,bowl,Pakistan,209,5,210,6
ODI,New Zealand,Australia,Eden Park,New Zealand,New Zealand,bat,Australia,137,9,138,4
ODI,Zimbabwe,Pakistan,Harare Sports Club,Zimbabwe,Pakistan,bowl,Zimbabwe,222,9,148,9
ODI,West Indies,Australia,Kensington Oval,West Indies,West Indies,bat,West Indies,257,10,251,6
ODI,Australia,West Indies,Queen's Park Oval,West Indies,Australia,bat,Australia,260,8,234,10
ODI,West Indies,Australia,Queen's Park Oval,West Indies,West Indies,bat,West Indies,282,5,149,10
ODI,Australia,West Indies,Arnos Vale Ground,West Indies,Australia,bat,West Indies,210,9,208,3
ODI,Australia,West Indies,Bourda,West Indies,Australia,bat,West Indies,286,9,287,5
ODI,New Zealand,Sri Lanka,Lancaster Park,New Zealand,Sri Lanka,bowl,New Zealand,271,6,238,10
ODI,New Zealand,Sri Lanka,Trust Bank Park,New Zealand,New Zealand,bat,New Zealand,280,6,117,6
ODI,Sri Lanka,New Zealand,Eden Park,New Zealand,Sri Lanka,bat,Sri Lanka,250,6,199,10
ODI,Bangladesh,India,Sharjah Cricket Association Stadium,United Arab Emirates,Bangladesh,bat,India,163,10,164,1
ODI,Sri Lanka,Bangladesh,Sharjah Cricket Association Stadium,United Arab Emirates,Bangladesh,bowl,Sri Lanka,233,10,126,10
ODI,Pakistan,India,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,Pakistan,266,9,169,10
ODI,Bangladesh,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Bangladesh,bat,Pakistan,151,8,152,4
ODI,Sri Lanka,India,Sharjah Cricket Association Stadium,United Arab Emirates,Sri Lanka,bat,India,202,9,206,2
ODI,Pakistan,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,Sri Lanka,bowl,Sri Lanka,178,9,180,5
ODI,Sri Lanka,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,India,230,7,233,2
ODI,England,West Indies,Trent Bridge,England,West Indies,bowl,West Indies,199,9,201,5
ODI,England,West Indies,Kennington Oval,England,West Indies,bowl,England,306,5,281,10
ODI,England,West Indies,Lord's,England,West Indies,bowl,England,276,7,203,10
ODI,Sri Lanka,Pakistan,Municipal Stadium,Pakistan,Pakistan,bowl,Pakistan,233,5,234,1
ODI,Sri Lanka,Pakistan,Iqbal Stadium,Pakistan,Pakistan,bowl,Sri Lanka,257,7,208,8
ODI,Pakistan,Sri Lanka,Rawalpindi Cricket Stadium,Pakistan,Sri Lanka,bowl,Sri Lanka,183,9,184,6
ODI,Sri Lanka,West Indies,Sharjah Cricket Association Stadium,United Arab Emirates,West Indies,bowl,Sri Lanka,234,7,228,9
ODI,Pakistan,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,Pakistan,264,7,182,8
ODI,Pakistan,West Indies,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,Pakistan,242,4,227,10
ODI,Pakistan,West Indies,Sharjah Cricket Association Stadium,United Arab Emirates,West Indies,bowl,West Indies,194,9,195,6
ODI,West Indies,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,West Indies,bat,West Indies,333,7,329,10
ODI,Pakistan,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,Sri Lanka,143,10,149,2
ODI,Sri Lanka,West Indies,Sharjah Cricket Association Stadium,United Arab Emirates,West Indies,bowl,Sri Lanka,273,10,223,10
ODI,South Africa,Zimbabwe,Harare Sports Club,Zimbabwe,Zimbabwe,bowl,South Africa,303,5,169,7
ODI,South Africa,Zimbabwe,Harare Sports Club,Zimbabwe,South Africa,bat,South Africa,239,10,127,10
ODI,India,New Zealand,Keenan Stadium,India,New Zealand,bowl,New Zealand,236,10,237,2
ODI,New Zealand,India,Gandhi Sports Complex Ground,India,India,bowl,India,145,10,146,4
ODI,New Zealand,India,Nehru Stadium,India,India,bowl,India,235,6,236,5
ODI,New Zealand,India,Vidarbha Cricket Association Ground,India,India,bowl,New Zealand,348,8,249,10
ODI,New Zealand,India,Brabourne Stadium,India,India,bowl,India,126,10,128,4
ODI,Pakistan,New Zealand,Carisbrook,New Zealand,Pakistan,bat,Pakistan,189,9,169,10
ODI,West Indies,Sri Lanka,Adelaide Oval,Australia,Sri Lanka,bowl,Sri Lanka,160,8,161,6
ODI,Pakistan,New Zealand,Lancaster Park,New Zealand,Pakistan,bat,New Zealand,232,9,236,9
ODI,Australia,West Indies,Adelaide Oval,Australia,West Indies,bowl,Australia,242,6,121,6
ODI,Australia,West Indies,Melbourne Cricket Ground,Australia,Australia,bat,Australia,249,6,225,10
ODI,Pakistan,New Zealand,Basin Reserve,New Zealand,New Zealand,bowl,Pakistan,261,4,207,10
ODI,Sri Lanka,Australia,Sydney Cricket Ground,Australia,Sri Lanka,bat,Australia,255,9,257,5
ODI,New Zealand,Pakistan,Eden Park,New Zealand,Pakistan,bowl,New Zealand,244,8,212,10
ODI,West Indies,Australia,Sydney Cricket Ground,Australia,West Indies,bat,Australia,172,9,173,9
ODI,West Indies,Sri Lanka,Bellerive Oval,Australia,Sri Lanka,bowl,West Indies,194,10,124,10
ODI,Sri Lanka,West Indies,Brisbane Cricket Ground,Australia,Sri Lanka,bat,West Indies,102,10,104,3
ODI,West Indies,Australia,Brisbane Cricket Ground,Australia,Australia,bowl,West Indies,231,10,217,10
ODI,Australia,Sri Lanka,Melbourne Cricket Ground,Australia,Australia,bat,Sri Lanka,213,5,214,7
ODI,South Africa,England,Newlands,South Africa,South Africa,bat,South Africa,211,8,205,10
ODI,South Africa,England,Springbok Park,South Africa,South Africa,bat,England,262,8,265,5
ODI,Australia,Sri Lanka,Western Australia Cricket Association Ground,Australia,Australia,bat,Australia,266,6,183,9
ODI,England,South Africa,New Wanderers Stadium,South Africa,England,bat,South Africa,198,8,199,7
ODI,Sri Lanka,West Indies,Western Australia Cricket Association Ground,Australia,West Indies,bowl,Sri Lanka,202,10,186,9
ODI,England,South Africa,Centurion Park,South Africa,England,bat,South Africa,272,8,276,3
ODI,Australia,Sri Lanka,Melbourne Cricket Ground,Australia,Australia,bat,Sri Lanka,242,4,246,7
ODI,England,South Africa,Kingsmead,South Africa,South Africa,bowl,South Africa,184,10,185,5
ODI,Australia,Sri Lanka,Melbourne Cricket Ground,Australia,Sri Lanka,bowl,Australia,201,7,183,10
ODI,South Africa,England,Buffalo Park,South Africa,South Africa,bat,South Africa,129,10,115,10
ODI,Australia,Sri Lanka,Sydney Cricket Ground,Australia,Sri Lanka,bowl,Australia,273,5,159,8
ODI,South Africa,England,Crusaders Ground,South Africa,South Africa,bat,South Africa,218,9,154,10
ODI,New Zealand,Zimbabwe,Eden Park,New Zealand,New Zealand,bat,New Zealand,278,5,204,10
ODI,Zimbabwe,New Zealand,Basin Reserve,New Zealand,Zimbabwe,bat,New Zealand,181,9,184,4
ODI,Zimbabwe,New Zealand,McLean Park,New Zealand,New Zealand,bowl,Zimbabwe,267,7,246,10
ODI,New Zealand,England,Gujarat Stadium,India,England,bowl,New Zealand,239,6,228,9
ODI,South Africa,U.A.E.,Rawalpindi Cricket Stadium,Pakistan,U.A.E.,bowl,South Africa,321,2,152,8
ODI,Zimbabwe,West Indies,Lal Bahadur Shastri Stadium,India,Zimbabwe,bat,West Indies,151,9,155,4
ODI,New Zealand,Netherlands,Indian Petrochemicals Corporation Limited Sports Complex Ground,India,New Zealand,bat,New Zealand,307,8,188,7
ODI,Kenya,India,Barabati Stadium,India,India,bowl,India,199,6,203,3
ODI,U.A.E.,England,Arbab Niaz Stadium,Pakistan,U.A.E.,bat,England,136,10,140,2
ODI,New Zealand,South Africa,Iqbal Stadium,Pakistan,New Zealand,bat,South Africa,177,9,178,5
ODI,Zimbabwe,Sri Lanka,Sinhalese Sports Club Ground,Sri Lanka,Zimbabwe,bat,Sri Lanka,228,6,229,4
ODI,West Indies,India,Captain Roop Singh Stadium,India,West Indies,bat,India,173,10,174,5
ODI,England,Netherlands,Arbab Niaz Stadium,Pakistan,England,bat,England,279,4,230,6
ODI,Australia,Kenya,Indira Priyadarshini Stadium,India,Kenya,bowl,Australia,304,7,207,7
ODI,U.A.E.,Pakistan,Jinnah Stadium,Pakistan,Pakistan,bowl,Pakistan,109,9,112,1
ODI,South Africa,England,Rawalpindi Cricket Stadium,Pakistan,South Africa,bat,South Africa,230,10,152,10
ODI,Zimbabwe,Kenya,Moin-ul-Haq Stadium,India,Zimbabwe,bat,0,45,3,0,0
ODI,Netherlands,Pakistan,Gaddafi Stadium,Pakistan,Netherlands,bat,Pakistan,145,7,151,2
ODI,Kenya,Zimbabwe,Moin-ul-Haq Stadium,India,Zimbabwe,bowl,Zimbabwe,134,10,137,5
ODI,New Zealand,U.A.E.,Iqbal Stadium,Pakistan,U.A.E.,bowl,New Zealand,276,8,167,9
ODI,Australia,India,Wankhede Stadium,India,Australia,bat,Australia,258,10,242,10
ODI,Kenya,West Indies,Nehru Stadium,India,West Indies,bowl,Kenya,166,10,93,10
ODI,Pakistan,South Africa,National Stadium,Pakistan,Pakistan,bat,South Africa,242,6,243,5
ODI,Zimbabwe,Australia,Vidarbha Cricket Association Ground,India,Zimbabwe,bat,Australia,154,10,158,2
ODI,Netherlands,U.A.E.,Gaddafi Stadium,Pakistan,U.A.E.,bowl,U.A.E.,216,9,220,3
ODI,India,Sri Lanka,Feroz Shah Kotla,India,Sri Lanka,bowl,Sri Lanka,271,3,272,4
ODI,England,Pakistan,National Stadium,Pakistan,England,bat,Pakistan,249,9,250,3
ODI,Pakistan,India,Toronto Cricket,Canada,India,bowl,India,159,6,162,3
ODI,Australia,West Indies,Sawai Mansingh Stadium,India,Australia,bat,West Indies,229,6,232,6
ODI,South Africa,Netherlands,Rawalpindi Cricket Stadium,Pakistan,South Africa,bat,South Africa,328,3,168,8
ODI,Sri Lanka,Kenya,Asgiriya Stadium,Sri Lanka,Kenya,bowl,Sri Lanka,398,5,254,7
ODI,India,Zimbabwe,Green Park,India,Zimbabwe,bowl,India,247,5,207,10
ODI,Pakistan,New Zealand,Gaddafi Stadium,Pakistan,New Zealand,bowl,Pakistan,281,5,235,9
ODI,England,Sri Lanka,Iqbal Stadium,Pakistan,England,bat,Sri Lanka,235,8,236,5
ODI,India,Pakistan,M Chinnaswamy Stadium,India,India,bat,India,287,8,248,9
ODI,West Indies,South Africa,National Stadium,Pakistan,West Indies,bat,West Indies,264,8,245,10
ODI,New Zealand,Australia,MA Chidambaram Stadium,India,New Zealand,bat,Australia,286,9,289,4
ODI,Sri Lanka,India,Eden Gardens,India,India,bowl,Sri Lanka,251,8,120,8
ODI,Australia,West Indies,Punjab Cricket Association Stadium,India,Australia,bat,Australia,207,8,202,10
ODI,Australia,Sri Lanka,Gaddafi Stadium,Pakistan,Sri Lanka,bowl,Sri Lanka,241,7,245,3
ODI,New Zealand,West Indies,Sabina Park,West Indies,West Indies,bowl,West Indies,243,10,247,9
ODI,West Indies,New Zealand,Queen's Park Oval,West Indies,New Zealand,bowl,New Zealand,238,7,239,6
ODI,New Zealand,West Indies,Queen's Park Oval,West Indies,New Zealand,bat,West Indies,219,8,225,3
ODI,Pakistan,Sri Lanka,The Padang,Singapore,Sri Lanka,bowl,0,54,3,0,0
ODI,Sri Lanka,Pakistan,The Padang,Singapore,Pakistan,bowl,Sri Lanka,349,9,315,10
ODI,India,Sri Lanka,The Padang,Singapore,India,bat,India,199,10,187,10
ODI,New Zealand,West Indies,Bourda,West Indies,West Indies,bowl,New Zealand,158,10,154,10
ODI,India,Pakistan,The Padang,Singapore,Pakistan,bowl,Pakistan,226,8,190,2
ODI,New Zealand,West Indies,Arnos Vale Ground,West Indies,West Indies,bowl,West Indies,241,8,242,3
ODI,Pakistan,Sri Lanka,The Padang,Singapore,Sri Lanka,bowl,Pakistan,215,10,172,10
ODI,Pakistan,India,Sharjah Cricket Association Stadium,United Arab Emirates,India,bowl,Pakistan,271,5,233,10
ODI,South Africa,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,South Africa,bat,South Africa,314,3,171,7
ODI,Sri Lanka,West Indies,Queen's Park Oval,West Indies,Sri Lanka,bat,Sri Lanka,251,10,216,9
ODI,South Africa,India,Sharjah Cricket Association Stadium,United Arab Emirates,South Africa,bat,South Africa,288,6,208,8
ODI,India,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,India,bat,India,305,5,277,10
ODI,Pakistan,South Africa,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,South Africa,188,10,189,2
ODI,India,South Africa,Sharjah Cricket Association Stadium,United Arab Emirates,India,bat,South Africa,215,8,216,5
ODI,South Africa,India,Sharjah Cricket Association Stadium,United Arab Emirates,South Africa,bat,South Africa,287,5,249,9
ODI,England,India,Kennington Oval,England,England,bat,0,291,8,96,5
ODI,India,England,Headingley,England,England,bowl,England,158,10,162,4
ODI,India,England,Old Trafford,England,India,bat,England,236,4,239,6
ODI,Australia,Zimbabwe,R Premadasa Stadium,Sri Lanka,Australia,bat,Australia,263,7,138,10
ODI,India,Sri Lanka,R Premadasa Stadium,Sri Lanka,India,bat,Sri Lanka,226,5,230,1
ODI,Pakistan,England,Old Trafford,England,Pakistan,bat,England,225,5,226,5
ODI,Australia,Sri Lanka,R Premadasa Stadium,Sri Lanka,Australia,bat,Sri Lanka,228,9,232,6
ODI,England,Pakistan,Edgbaston,England,Pakistan,bowl,England,292,8,185,10
ODI,Zimbabwe,India,Sinhalese Sports Club Ground,Sri Lanka,India,bowl,India,226,10,229,3
ODI,England,Pakistan,Trent Bridge,England,England,bat,Pakistan,246,10,247,8
ODI,Zimbabwe,Sri Lanka,Sinhalese Sports Club Ground,Sri Lanka,Sri Lanka,bowl,Sri Lanka,227,5,228,4
ODI,India,Australia,Sinhalese Sports Club Ground,Sri Lanka,Australia,bowl,Australia,201,10,202,7
ODI,Sri Lanka,Australia,R Premadasa Stadium,Sri Lanka,Australia,bowl,Sri Lanka,234,3,184,10
ODI,Pakistan,India,Toronto Cricket,Canada,India,bowl,India,170,9,173,2
ODI,India,Pakistan,Toronto Cricket,Canada,Pakistan,bowl,Pakistan,264,6,266,8
ODI,India,Pakistan,Toronto Cricket,Canada,India,bat,India,191,10,136,10
ODI,Pakistan,India,Toronto Cricket,Canada,India,bowl,Pakistan,258,8,161,10
ODI,Pakistan,India,Toronto Cricket,Canada,Pakistan,bat,Pakistan,213,9,161,10
ODI,Kenya,Sri Lanka,Gymkhana Club Ground,Kenya,Sri Lanka,bowl,Sri Lanka,188,9,190,3
ODI,South Africa,Pakistan,Gymkhana Club Ground,Kenya,Pakistan,bowl,South Africa,321,8,259,10
ODI,South Africa,Sri Lanka,Nairobi Club Ground,Kenya,South Africa,bat,Sri Lanka,169,10,170,8
ODI,Kenya,Pakistan,Aga Khan Sports Club Ground,Kenya,Kenya,bat,Pakistan,148,10,149,6
ODI,South Africa,Kenya,Gymkhana Club Ground,Kenya,South Africa,bat,South Africa,305,8,103,10
ODI,Pakistan,Sri Lanka,Gymkhana Club Ground,Kenya,Sri Lanka,bowl,Pakistan,371,9,289,10
ODI,Pakistan,South Africa,Gymkhana Club Ground,Kenya,Pakistan,bat,South Africa,203,10,204,3
ODI,South Africa,India,Lal Bahadur Shastri Stadium,India,South Africa,bat,South Africa,261,7,214,10
ODI,Australia,South Africa,Nehru Stadium,India,Australia,bat,South Africa,219,7,220,3
ODI,Australia,India,M Chinnaswamy Stadium,India,Australia,bat,India,215,7,216,8
ODI,South Africa,India,Sawai Mansingh Stadium,India,India,bowl,South Africa,249,6,222,7
ODI,Australia,South Africa,Nahar Singh Stadium,India,Australia,bat,South Africa,215,10,218,8
ODI,India,South Africa,Municipal Stadium,India,India,bat,South Africa,185,10,188,5
ODI,Zimbabwe,Pakistan,Bugti Stadium,Pakistan,Zimbabwe,bat,Pakistan,237,9,239,7
ODI,Australia,South Africa,Nehru Stadium,India,Australia,bat,South Africa,238,6,239,2
ODI,Zimbabwe,Pakistan,Gaddafi Stadium,Pakistan,Zimbabwe,bat,Pakistan,195,10,196,1
ODI,Pakistan,Zimbabwe,Arbab Niaz Stadium,Pakistan,Pakistan,bat,Pakistan,264,9,147,9
ODI,India,Australia,Punjab Cricket Association Stadium,India,Australia,bowl,India,289,6,284,10
ODI,India,South Africa,Wankhede Stadium,India,India,bat,India,220,7,185,10
ODI,New Zealand,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,Sri Lanka,bowl,New Zealand,206,8,177,10
ODI,Sri Lanka,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,Sri Lanka,206,10,131,10
ODI,New Zealand,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,New Zealand,bat,Pakistan,197,10,198,6
ODI,New Zealand,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,New Zealand,bat,0,169,8,169,10
ODI,Sri Lanka,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Sri Lanka,bat,Pakistan,189,10,193,2
ODI,New Zealand,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,Pakistan,192,10,196,6
ODI,Pakistan,New Zealand,Sharjah Cricket Association Stadium,United Arab Emirates,New Zealand,bowl,Pakistan,160,10,119,10
ODI,Pakistan,New Zealand,Jinnah Stadium,Pakistan,Pakistan,bat,Pakistan,228,8,217,10
ODI,West Indies,Australia,Melbourne Cricket Ground,Australia,West Indies,bat,Australia,172,10,173,5
ODI,Pakistan,New Zealand,Jinnah Stadium,Pakistan,Pakistan,bat,Pakistan,277,9,231,10
ODI,West Indies,Australia,Sydney Cricket Ground,Australia,West Indies,bat,Australia,161,10,162,2
ODI,Pakistan,New Zealand,National Stadium,Pakistan,Pakistan,bat,New Zealand,234,4,235,3
ODI,Pakistan,Australia,Adelaide Oval,Australia,Pakistan,bat,Pakistan,223,10,211,10
ODI,England,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,Zimbabwe,152,10,153,8
ODI,Pakistan,West Indies,Adelaide Oval,Australia,West Indies,bowl,West Indies,176,10,177,3
ODI,Australia,Pakistan,Sydney Cricket Ground,Australia,Australia,bat,Pakistan,199,10,203,6
ODI,Zimbabwe,England,Harare Sports Club,Zimbabwe,England,bowl,Zimbabwe,200,10,179,7
ODI,Pakistan,West Indies,Brisbane Cricket Ground,Australia,West Indies,bowl,West Indies,197,10,198,4
ODI,Zimbabwe,England,Harare Sports Club,Zimbabwe,England,bowl,Zimbabwe,249,7,118,10
ODI,Australia,West Indies,Brisbane Cricket Ground,Australia,Australia,bat,West Indies,281,4,284,3
ODI,Pakistan,Australia,Bellerive Oval,Australia,Pakistan,bat,Pakistan,149,10,120,10
ODI,Pakistan,West Indies,Western Australia Cricket Association Ground,Australia,West Indies,bowl,West Indies,257,7,258,5
ODI,Australia,West Indies,Western Australia Cricket Association Ground,Australia,Australia,bat,West Indies,267,7,269,6
ODI,West Indies,Pakistan,Sydney Cricket Ground,Australia,Pakistan,bowl,Pakistan,181,10,183,2
ODI,Pakistan,Australia,Melbourne Cricket Ground,Australia,Pakistan,bat,Australia,181,9,182,7
ODI,West Indies,Pakistan,Sydney Cricket Ground,Australia,Pakistan,bowl,Pakistan,179,9,185,6
ODI,Pakistan,West Indies,Melbourne Cricket Ground,Australia,Pakistan,bat,Pakistan,165,10,103,10
ODI,South Africa,India,Springbok Park,South Africa,South Africa,bat,South Africa,270,4,231,10
ODI,Zimbabwe,South Africa,Centurion Park,South Africa,Zimbabwe,bat,South Africa,211,10,212,5
ODI,Zimbabwe,India,Boland Bank Park,South Africa,Zimbabwe,bat,0,236,8,236,10
ODI,Zimbabwe,South Africa,Newlands,South Africa,Zimbabwe,bat,South Africa,226,6,229,5
ODI,Zimbabwe,South Africa,New Wanderers Stadium,South Africa,Zimbabwe,bat,South Africa,256,8,259,6
ODI,India,South Africa,Crusaders Ground,South Africa,India,bat,South Africa,179,9,180,4
ODI,India,South Africa,Buffalo Park,South Africa,India,bat,South Africa,232,5,236,4
ODI,India,Zimbabwe,Centurion Park,South Africa,India,bat,Zimbabwe,216,10,171,7
ODI,Zimbabwe,India,Willowmoore Park,South Africa,India,bowl,India,240,8,241,4
ODI,India,South Africa,Kingsmead,South Africa,India,bat,0,191,9,42,1
ODI,India,West Indies,Kensington Oval,West Indies,West Indies,bowl,West Indies,199,7,200,0
ODI,South Africa,India,Kingsmead,South Africa,South Africa,bat,South Africa,278,8,234,10
ODI,India,Zimbabwe,Queens Sports Club,Zimbabwe,Zimbabwe,bowl,Zimbabwe,168,10,139,2
ODI,New Zealand,England,Lancaster Park,New Zealand,New Zealand,bat,England,222,6,226,6
ODI,New Zealand,England,Eden Park,New Zealand,New Zealand,bat,England,253,8,134,4
ODI,New Zealand,England,McLean Park,New Zealand,New Zealand,bat,0,237,10,237,8
ODI,New Zealand,England,Eden Park,New Zealand,England,bowl,New Zealand,153,10,144,10
ODI,New Zealand,England,Basin Reserve,New Zealand,New Zealand,bat,New Zealand,228,8,200,10
ODI,New Zealand,Sri Lanka,Lancaster Park,New Zealand,Sri Lanka,bowl,Sri Lanka,201,9,202,4
ODI,New Zealand,Sri Lanka,Basin Reserve,New Zealand,Sri Lanka,bowl,New Zealand,201,10,132,10
ODI,Australia,South Africa,Buffalo Park,South Africa,South Africa,bowl,South Africa,223,9,227,4
ODI,South Africa,Australia,Crusaders Ground,South Africa,Australia,bowl,Australia,221,8,222,3
ODI,South Africa,Australia,Newlands,South Africa,Australia,bowl,South Africa,245,8,199,9
ODI,Zimbabwe,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,Sri Lanka,bowl,Sri Lanka,187,9,188,3
ODI,Sri Lanka,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bowl,Sri Lanka,243,8,224,9
ODI,Australia,South Africa,Kingsmead,South Africa,Australia,bat,Australia,211,9,196,10
ODI,Pakistan,Zimbabwe,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,Pakistan,187,10,94,10
ODI,Sri Lanka,Pakistan,Sharjah Cricket Association Stadium,United Arab Emirates,Sri Lanka,bat,Sri Lanka,251,7,200,10
ODI,Zimbabwe,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,Zimbabwe,bat,Zimbabwe,203,10,153,10
ODI,Australia,South Africa,New Wanderers Stadium,South Africa,Australia,bat,Australia,258,7,250,8
ODI,Pakistan,Zimbabwe,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,Pakistan,151,9,119,10
ODI,South Africa,Australia,Centurion Park,South Africa,South Africa,bat,Australia,284,7,287,5
ODI,Pakistan,Sri Lanka,Sharjah Cricket Association Stadium,United Arab Emirates,Pakistan,bat,Sri Lanka,214,10,215,6
ODI,South Africa,Australia,Springbok Park,South Africa,Australia,bowl,South Africa,310,6,201,10
ODI,India,West Indies,Queen's Park Oval,West Indies,India,bat,West Indies,179,10,149,2
ODI,West Indies,India,Queen's Park Oval,West Indies,India,bowl,India,121,10,116,0
ODI,West Indies,India,Arnos Vale Ground,West Indies,India,bowl,West Indies,249,9,231,10
ODI,New Zealand,Pakistan,Punjab Cricket Association Stadium,India,Pakistan,bowl,New Zealand,285,7,263,9
ODI,Pakistan,Sri Lanka,Captain Roop Singh Stadium,India,Pakistan,bat,Pakistan,289,6,259,10
ODI,New Zealand,India,M Chinnaswamy Stadium,India,New Zealand,bat,India,220,9,221,2
ODI,India,Sri Lanka,Wankhede Stadium,India,India,bat,Sri Lanka,225,7,229,5
ODI,Sri Lanka,New Zealand,Lal Bahadur Shastri Stadium,India,Sri Lanka,bat,Sri Lanka,214,10,162,10
ODI,Pakistan,India,MA Chidambaram Stadium,India,Pakistan,bat,Pakistan,327,5,292,10
ODI,Australia,England,Headingley,England,England,bowl,England,170,8,175,4
ODI,Australia,England,Kennington Oval,England,England,bowl,England,249,6,253,4
ODI,Sri Lanka,Pakistan,Punjab Cricket Association Stadium,India,Sri Lanka,bat,Sri Lanka,339,4,224,8
ODI,Australia,England,Lord's,England,England,bowl,England,269,10,270,4
ODI,Sri Lanka,Pakistan,Eden Gardens,India,Sri Lanka,bat,Sri Lanka,309,10,224,10
ODI,West Indies,Sri Lanka,Queen's Park Oval,West Indies,Sri Lanka,bowl,West Indies,283,7,248,8
ODI,Sri Lanka,Pakistan,R Premadasa Stadium,Sri Lanka,Pakistan,bowl,Sri Lanka,239,10,224,9
ODI,Pakistan,Bangladesh,R Premadasa Stadium,Sri Lanka,Pakistan,bat,Pakistan,319,5,210,9
ODI,India,Sri Lanka,R Premadasa Stadium,Sri Lanka,Sri Lanka,bowl,Sri Lanka,227,6,231,4
ODI,Pakistan,India,Sinhalese Sports Club Ground,Sri Lanka,India,bowl,0,30,5,0,0
